	Unnamed: 0	id	name	year	researchers	department	research_area	research_type	tokenized_title
466	466	467	"วิธีแก๊สโครมาโทกราฟีแบบใหม่สำหรับการควบคุมคุณภาพ
แก๊สโซฮอล์"	2552	อ.ดร. วราวุธ  ติยพงศ์พัฒนา	คณะวิทยาศาสตร์และเทคโนโลยี	ทุนสนับสนุนนักวิจัยรุ่นใหม่		['วิธี', 'แก๊ส', 'โครมา', 'โทกราฟี', 'แบบ', 'ใหม่', 'สำหรับ', 'การ', 'ควบคุม', 'คุณภาพ', '\r\n', 'แก๊สโซฮอล์']
467	467	468	"การศึกษาพลาสมาแบบ AC ของเครื่องโทคาแมค ISSTOK 
โดยใช้แบบจำลองทางคณิตศาสตร์แบบรวม"	2552	อ.ดร. นพพร  พูลยรัตน์	คณะวิทยาศาสตร์และเทคโนโลยี	ทุนสนับสนุนนักวิจัยรุ่นใหม่		['การ', 'ศึกษา', 'พลาสมาแบบ', ' ', 'AC', ' ', 'ของ', 'เครื่อง', 'โทคาแมค', ' ISSTOK', ' ', '\r\n', 'โดย', 'ใช้', 'แบบ', 'จำลอง', 'ทาง', 'คณิตศาสตร์', 'แบบ', 'รวม']
468	468	469	"สมบัติการต้านอนุมูลอิสระของโปรตีนไฮโดรไลเซทจากเนื้อไก่
และเคซีนในระบบจำลองอาหาร"	2552	อ.ดร. วิไลลักษณ์  ชัยสิทธิ์	คณะวิทยาศาสตร์และเทคโนโลยี	ทุนสนับสนุนนักวิจัยรุ่นใหม่		['สมบัติ', 'การ', 'ต้าน', 'อนุมูล', 'อิสระ', 'ของ', 'โปรตีน', 'ไฮโดรไลเซท', 'จาก', 'เนื้อไก่', '\r\n', 'และ', 'เคซีน', 'ใน', 'ระบบ', 'จำลอง', 'อาหาร']
469	469	470	การศึกษาพัฒนาการควบคุมในกระบวนการทางเคมี	2552	อ.ดร. วรณี  แพ่งจันทึก	คณะวิศวกรรมศาสตร์	ทุนสนับสนุนนักวิจัยรุ่นใหม่		['การ', 'ศึกษา', 'พัฒนา', 'การ', 'ควบคุม', 'ใน', 'กระบวนการ', 'ทาง', 'เคมี']
470	470	471	"การสันนิษฐานรูปแบบสถาปัตยกรรมในสภาพแวดล้อมเสมือน
ของมรดกโลกทางวัฒธรรม : กรณีศึกษาวัดมหาธาตุ
อุทยานประวัติศาสตร์สุโขทัย"	2552	อ.ม.ล วโรดม  ศุขสวัสดิ	คณะสถาปัตยกรรมศาสตร์และการผังเมือง	ทุนสนับสนุนนักวิจัยรุ่นใหม่		['การ', 'สันนิษฐาน', 'รูปแบบ', 'สถาปัตยกรรม', 'ใน', 'สภาพ', 'แวดล้อม', 'เสมือน', '\r\n', 'ของ', 'มรดก', 'โลก', 'ทาง', 'วัฒธรรม', ' ', ':', ' ', 'กรณี', 'ศึกษา', 'วัดมหาธาตุ', '\r\n', 'อุทยาน', 'ประวัติศาสตร์', 'สุโขทัย']
471	471	472	"การศึกษาวิจัยเปรียบเทียบการใช้เครื่องดูดสัญญาณกาศชนิดใช้มือ(Menual vacuum aspiration) กับการขูดมดลูกในผู้ป่วย
ที่มีเลือดออกผิดปกติจากโพรงมดลูก"	2552	อ.นพ. อาทิตย์  บุญยรางกรู	คณะแพทยศาสตร์	ทุนสนับสนุนนักวิจัยรุ่นใหม่		['การ', 'ศึกษา', 'วิจัย', 'เปรียบเทียบ', 'การ', 'ใช้', 'เครื่อง', 'ดูด', 'สัญญาณ', 'กาศ', 'ชนิด', 'ใช้', 'มือ', '(', 'Menual', ' ', 'vacuum', ' ', 'aspiration', ')', ' ', 'กับ', 'การ', 'ขูด', 'มดลูก', 'ใน', 'ผู้', 'ป่วย', '\r\n', 'ที่', 'มี', 'เลือด', 'ออก', 'ผิด', 'ปกติ', 'จาก', 'โพรง', 'มดลูก']
472	472	473	"การยอมรับทัศนคติและความรู้ของมารดาต่อการฉีดวัคซีนป้องกัน
การติดเชื้อไวรัสฮิวแมนแปบปิโลมาให้แก่บุตรสาว"	2552	อ.พญ. กริชา  ไม้เรียง	คณะแพทยศาสตร์	ทุนสนับสนุนนักวิจัยรุ่นใหม่		['การ', 'ยอม', 'รับ', 'ทัศนคติ', 'และ', 'ความ', 'รู้', 'ของ', 'มารดา', 'ต่อ', 'การ', 'ฉีด', 'วัคซีน', 'ป้องกัน', '\r\n', 'การ', 'ติด', 'เชื้อ', 'ไวรัส', 'ฮิวแมนแปบปิโลมา', 'ให้', 'แก่', 'บุตร', 'สาว']
473	473	474	การผ่าเหล่าของยีน FLT3 และ NPM1 ในผู้ป่วยเด็กมะเร็งเม็ดเลือดขาวเฉียบพลันไมอีโลบลาสท์	2552	อ. เอกชล  มุกดา	คณะสหเวชศาสตร์	ทุนสนับสนุนนักวิจัยรุ่นใหม่		['การ', 'ผ่าเหล่า', 'ของ', 'ยีน', ' ', 'FLT3', ' ', 'และ', ' ', 'NPM', '1', ' ', 'ใน', 'ผู้', 'ป่วย', 'เด็ก', 'มะเร็ง', 'เม็ด', 'เลือด', 'ขาว', 'เฉียบพลัน', 'ไมอีโลบลาสท์']
474	474	475	"ผลของสารสกัดไพลต่อการสร้าง CCL20 ในเซลล์ไฟโบรบลาสต์
จากเหงือก ที่ถูกกระตุ้นด้วยลิพอพอลิเซ็กคาไรด์"	2552	อ.ทพญ.ดร. กมลพรรณ  ภักดี	คณะทันตแพทยศาสตร์	ทุนสนับสนุนนักวิจัยรุ่นใหม่		['ผล', 'ของ', 'สาร', 'สกัด', 'ไพล', 'ต่อ', 'การ', 'สร้าง', ' ', 'CCL20', ' ', 'ใน', 'เซลล์', 'ไฟโบรบลาสต์', '\r\n', 'จาก', 'เหงือก', ' ', 'ที่', 'ถูก', 'กระตุ้น', 'ด้วย', 'ลิพอ', 'พอลิเซ็กคาไรด์']
475	475	476	"การศึกษาพรรคกิจประชาชนบนวิถีทางไปสู่ความเป็นพรรคเดี่ยว 
(One Dominant Party ) ของสิงคโปร์ ค.ศ. 1954-1968"	2553	 นายวทัญญู  ใจบริสุทธิ์	สถาบันเอเชียตะวันออกศึกษา	ทุนสนับสนุนนักวิจัยรุ่นใหม่		['การ', 'ศึกษา', 'พรรคกิจประชาชน', 'บน', 'วิถีทาง', 'ไป', 'สู่', 'ความ', 'เป็น', 'พรรคเดี่ยว', ' ', '\r\n', '(', 'One', ' ', 'Dominant', ' ', 'Party', ' ', ')', ' ', 'ของ', 'สิงคโปร์', ' ', 'ค.ศ.', ' ', '1954', '-', '1968']
476	476	477	การประเมินคุณภาพการบริการและความพึงพอใจของผู้รับ บริการของกองบังคับการตรวจคนเข้าเมือง 2 ท่าอากาศยานแห่งสุวรรณภูมิ	2553	อ.ดร. นภัทร  เศรษฐชัย	วิทยาลัยนวัตกรรม	ทุนสนับสนุนนักวิจัยรุ่นใหม่		['การ', 'ประเมิน', 'คุณภาพ', 'การ', 'บริการ', 'และ', 'ความ', 'พึงพอใจ', 'ของ', 'ผู้', 'รับ', ' ', 'บริการ', 'ของ', 'กองบังคับการ', 'ตรวจ', 'คน', 'เข้า', 'เมือง', ' ', '2', ' ', 'ท่าอากาศยานแห่ง', 'สุวรรณภูมิ']
477	477	478	การศึกษาเทคโนโลยีสมัยโบราณของวัตถุทางวัฒนธรรมประเภทเครื่องปั้นดินเผาในพิพิธภัณฑ์ธรรมศาสตร์เฉลิมพระเกียรติ	2553	 นางสาวดุษฎีพร  ชาติบุตร	คณะสังคมวิทยาและมานุษยวิทยา	ทุนสนับสนุนนักวิจัยรุ่นใหม่		['การ', 'ศึกษา', 'เทคโนโลยี', 'สมัย', 'โบราณ', 'ของ', 'วัตถุ', 'ทาง', 'วัฒนธรรม', 'ประเภท', 'เครื่อง', 'ปั้น', 'ดิน', 'เผา', 'ใน', 'พิพิธภัณฑ์ธรรมศาสตร์เฉลิม', 'พระเกียรติ']
478	478	479	"กอสสิป ข่าวลือและวิธีการศึกษาประวัติศาสตร์วัฒนธรรม: 
กรณีศึกษาจากประวัติศาสตร์ยุโรปต้นสมัยใหม่และสมัยใหม่"	2553	อ.ดร. วิศรุต  พึ่งสุนทร	คณะศิลปศาสตร์	ทุนสนับสนุนนักวิจัยรุ่นใหม่		['กอสสิป', ' ', 'ข่าว', 'ลือ', 'และ', 'วิธี', 'การ', 'ศึกษา', 'ประวัติศาสตร์', 'วัฒนธรรม', ':', ' ', '\r\n', 'กรณี', 'ศึกษา', 'จาก', 'ประวัติศาสตร์', 'ยุโรป', 'ต้น', 'สมัย', 'ใหม่', 'และ', 'สมัย', 'ใหม่']
479	479	480	"องค์ความรู้ว่าด้วยสมเด็จพระเจ้าตากสินมหาราช
 (พ.ศ. 2310-2553)"	2553	อ. จุฑามาศ  ประมูลมาก	คณะศิลปศาสตร์	ทุนสนับสนุนนักวิจัยรุ่นใหม่		['องค์', 'ความ', 'รู้', 'ว่า', 'ด้วย', 'สมเด็จพระเจ้าตากสินมหาราช', '\r\n', ' ', '(', 'พ.ศ.', ' ', '2310', '-', '2553', ')']
480	480	481	การปรับตัวทางการเกษตร ของเกษตรกรทำนาในพื้นที่น้ำท่วมซ้ำซาก อำเภอชุมแสง จังหวัดนครสวรรค์	2553	อ. ทรงชัย  ทองปาน	คณะศิลปศาสตร์	ทุนสนับสนุนนักวิจัยรุ่นใหม่		['การ', 'ปรับตัว', 'ทาง', 'การ', 'เกษตร', ' ', 'ของ', 'เกษตรกร', 'ทำ', 'นา', 'ใน', 'พื้นที่', 'น้ำ', 'ท่วม', 'ซ้ำซาก', ' ', 'อำเภอชุมแสง', ' ', 'จังหวัดนครสวรรค์']
481	481	482	"การจัดสรรการใช้งานในระบบเครือข่ายไร้สายแบบ OFDMA 
โดยมีข้อมูลของช่องสัญญาณบางส่วน"	2553	อ.ดร. สมศักดิ์  กิตติปิยกุล	สถาบันเทคโนโลยีนานาชาติสิรินธร	ทุนสนับสนุนนักวิจัยรุ่นใหม่		['การ', 'จัดสรร', 'การ', 'ใช้', 'งาน', 'ใน', 'ระบบ', 'เครือข่าย', 'ไร้', 'สาย', 'แบบ', ' ', 'OFDMA', ' ', '\r\n', 'โดย', 'มี', 'ข้อมูล', 'ของ', 'ช่อง', 'สัญญาณ', 'บาง', 'ส่วน']
482	482	483	"การสกัดสารออกฤทธิ์จากมะระขี้นก และมะรุม 
เพื่อศึกษาสมบัติต้านอนุมูลอิสระและยับยั้งแบคทีเรีย"	2553	อ.ดร. ปาริยา  ณ นคร	คณะวิทยาศาสตร์และเทคโนโลยี	ทุนสนับสนุนนักวิจัยรุ่นใหม่		['การ', 'สกัด', 'สาร', 'ออก', 'ฤทธิ์', 'จาก', 'มะระขี้นก', ' ', 'และ', 'มะรุม', ' ', '\r\n', 'เพื่อ', 'ศึกษา', 'สมบัติ', 'ต้าน', 'อนุมูล', 'อิสระ', 'และ', 'ยับยั้ง', 'แบคทีเรีย']
483	483	484	"การเตรียมฟิล์มไททาเนียมไดออกไซด์ในโครงสร้างระดับนาโน
เพื่อใช้เป็นตัวเร่งปฏิกิริยาด้วยแสงโดยเทคนิคโซลเจล "	2553	อ.ดร. สายัณห์  ผุดวัฒน์	คณะวิทยาศาสตร์และเทคโนโลยี	ทุนสนับสนุนนักวิจัยรุ่นใหม่		['การ', 'เตรียม', 'ฟิล์ม', 'ไททาเนียม', 'ไดออกไซด์', 'ใน', 'โครงสร้าง', 'ระดับ', 'นาโน', '\r\n', 'เพื่อ', 'ใช้', 'เป็น', 'ตัว', 'เร่ง', 'ปฏิกิริยา', 'ด้วย', 'แสง', 'โดย', 'เทคนิค', 'โซลเจล', ' ']
484	484	485	แผ่นปิดทับรูปสี่เหลี่ยมคางหมูที่เล็กที่สุดสำหรับรูปสามเหลี่ยม	2553	อ.ดร. บัญญัติ  สร้อยแสง	คณะวิทยาศาสตร์และเทคโนโลยี	ทุนสนับสนุนนักวิจัยรุ่นใหม่		['แผ่น', 'ปิด', 'ทับ', 'รูป', 'สี่', 'เหลี่ยม', 'คาง', 'หมู', 'ที่', 'เล็ก', 'ที่สุด', 'สำหรับ', 'รูป', 'สาม', 'เหลี่ยม']
485	485	486	"คุณลักษณะของฟิล์มบางไททาเนียมไดออกไซด์ที่เตรียมลงบน
อินเดียมทินออกไซด์และกระจกโดยวิธี ดีซี แมกนี
ตรอน สปัตเตอริง สำหรับสมบัติความชอบน้ำ"	2553	อ.ดร. กมล  เอี่ยมพนากิจ	คณะวิทยาศาสตร์และเทคโนโลยี	ทุนสนับสนุนนักวิจัยรุ่นใหม่		['คุณลักษณะ', 'ของ', 'ฟิล์ม', 'บางไททาเนียม', 'ไดออกไซด์', 'ที่', 'เตรียม', 'ลง', 'บน', '\r\n', 'อินเดีย', 'ม', 'ทินออกไซด์', 'และ', 'กระจก', 'โดย', 'วิธี', ' ', 'ดีซี แมกนี', '\r\n', 'ตรอน', ' ', 'สปัตเตอริง', ' ', 'สำหรับ', 'สมบัติ', 'ความ', 'ชอบ', 'น้ำ']
486	486	487	การประยุกต์ใช้เทคโนโลยี RFID ในการปรับสภาพแวดล้อมเพื่อช่วยเพิ่มประสิทธิภาพการรับรู้ และการเข้าถึงพื้นที่ของผู้พิการทางการมองเห็น	2553	อ. สมรรถพล  ตาณพันธุ์	คณะสถาปัตยกรรมศาสตร์และการผังเมือง	ทุนสนับสนุนนักวิจัยรุ่นใหม่		['การ', 'ประยุกต์', 'ใช้', 'เทคโนโลยี', ' ', 'RFID', ' ', 'ใน', 'การ', 'ปรับ', 'สภาพ', 'แวดล้อม', 'เพื่อ', 'ช่วย', 'เพิ่ม', 'ประสิทธิภาพ', 'การ', 'รับ', 'รู้', ' ', 'และ', 'การ', 'เข้า', 'ถึง', 'พื้นที่', 'ของ', 'ผู้', 'พิการ', 'ทาง', 'การ', 'มอง', 'เห็น']
487	487	488	การประยุกต์ใช้ฮิวริสติกในการแก้ปัญหาค่าอัตราผลิตผลฮาร์ดดิสก์เหมาะสมที่สุดภายใต้ข้อจำกัดทางการเงินและคุณภาพ 	2553	อ.ดร. วุฒิชัย  วงษ์ทัศนีย์กร	คณะวิศวกรรมศาสตร์	ทุนสนับสนุนนักวิจัยรุ่นใหม่		['การ', 'ประยุกต์', 'ใช้', 'ฮิวริสติก', 'ใน', 'การ', 'แก้', 'ปัญหา', 'ค่า', 'อัตรา', 'ผลิตผล', 'ฮาร์ดดิสก์', 'เหมาะสม', 'ที่สุด', 'ภาย', 'ใต้', 'ข้อ', 'จำกัด', 'ทาง', 'การ', 'เงิน', 'และ', 'คุณภาพ', ' ']
488	488	489	"ผลของการล้างจมูกด้วยน้ำเกลือ 1.25% บัฟเฟอร์และน้ำเกลือ 
0.9% ในผู้ป่วยเด็กโรคโพรงจมูกอักเสบภูมิแพ้"	2553	อ.พญ. อารยา  ศรัทธาพุทธ	คณะแพทยศาสตร์	ทุนสนับสนุนนักวิจัยรุ่นใหม่		['ผล', 'ของ', 'การ', 'ล้าง', 'จมูก', 'ด้วย', 'น้ำเกลือ', ' ', '1', '.', '25', '%', ' ', 'บัฟเฟอร์', 'และ', 'น้ำเกลือ ', '\r\n', '0', '.', '9', '%', ' ', 'ใน', 'ผู้', 'ป่วย', 'เด็ก', 'โรค', 'โพรง', 'จมูก', 'อักเสบ', 'ภูมิแพ้']
489	489	490	"ผลของการใช้อาหารกระตุ้นน้ำนมในโรงพยาบาลต่อการเลี้ยง
ลูกด้วยนมแม่ในระยะแรก "	2553	อ.พญ. พัชราภา  ทวีกุล	คณะแพทยศาสตร์	ทุนสนับสนุนนักวิจัยรุ่นใหม่		['ผล', 'ของ', 'การ', 'ใช้', 'อาหาร', 'กระตุ้น', 'น้ำ', 'นม', 'ใน', 'โรง', 'พยาบาล', 'ต่อ', 'การ', 'เลี้ยง', '\r\n', 'ลูก', 'ด้วย', 'นม', 'แม่', 'ใน', 'ระยะ', 'แรก', ' ']
490	490	491	"การประเมินวัฏจักรชีวิตของระบบบำบัดน้ำเสียประเภทต่างๆ
กรณีศึกษา:มหาวิทยาลัยธรรมศาสตร์ ศูนย์รังสิต"	2553	อ.ดร. ทิพย์สุรีย์  กรบุญรักษา	คณะสาธารณสุขศาสตร์	ทุนสนับสนุนนักวิจัยรุ่นใหม่		['การ', 'ประเมิน', 'วัฏจักร', 'ชีวิต', 'ของ', 'ระบบ', 'บำบัด', 'น้ำ', 'เสีย', 'ประเภท', 'ต่างๆ', '\r\n', 'กรณี', 'ศึกษา', ':', 'มหาวิทยาลัยธรรมศาสตร์ ศูนย์รังสิต']
491	491	492	"การค้นหาโปรตีนที่เป็นแอนติเจนจากพยาธิใบไม้ตับชนิด 
Opisthorchis viverrini โดยใช้วิธีอิมมูโนโปรติโอมิกส์ "	2553	นาย นายนัทวัฒน์  โฆษา	คณะสหเวชศาสตร์	ทุนสนับสนุนนักวิจัยรุ่นใหม่		['การ', 'ค้นหา', 'โปรตีน', 'ที่', 'เป็น', 'แอนติเจน', 'จาก', 'พยาธิ', 'ใบ', 'ไม้', 'ตับ', 'ชนิด', ' ', '\r\n', 'Opisthorchis viverrini', ' ', 'โดย', 'ใช้', 'วิธี', 'อิม', 'มูโนโปรติโอมิกส์', ' ']
492	492	493	"อาการทางประสาทจิตเวชของผู้ป่วยโรคสมองเสื่อม(Dementia)
ในผู้ป่วยไทยและปัจจัยที่เกี่ยวข้อง"	2553	อ.นพ. ธรรมนาถ  เจริญบุญ	โรงพยาบาลธรรมศาสตร์เฉลิมพระเกียรติ	ทุนสนับสนุนนักวิจัยรุ่นใหม่		['อาการ', 'ทาง', 'ประสาท', 'จิตเวช', 'ของ', 'ผู้', 'ป่วย', 'โรค', 'สมอง', 'เสื่อม', '(', 'Dementia', ')\r\n', 'ใน', 'ผู้', 'ป่วย', 'ไทย', 'และ', 'ปัจจัย', 'ที่', 'เกี่ยวข้อง']
493	493	494	"ความเข้มแข็งของพรรคการเมือง:ศึกษาเปรียบเทียบพรรคประชาธิปัตย์ของไทยและพรรคเสรีประชาธิปไตยของญี่ปุ่น
"	2554	 นางสาวอาภารัศมี  ณะมณี	สถาบันเอเชียตะวันออกศึกษา	ทุนสนับสนุนนักวิจัยรุ่นใหม่		['ความ', 'เข้มแข็ง', 'ของ', 'พรรค', 'การ', 'เมือง', ':', 'ศึกษา', 'เปรียบเทียบ', 'พรรคประชาธิปัตย์', 'ของ', 'ไทย', 'และ', 'พรรคเสรีประชาธิปไตย', 'ของ', 'ญี่ปุ่น', '\r\n']
494	494	495	"การคัดเลือกสายพันธุ์ของเชื้อราไมคอร์ไรซาและผลิตหัวเชื้อ
บริสุทธิ์ของสายพันธุ์ที่คัดเลือกเพื่อการผลิตข้าวโพดอย่างยั่งยืน
"	2554	อ.ดร. พักตร์เพ็ญ  ภูมิพันธ์	คณะวิทยาศาสตร์และเทคโนโลยี	ทุนสนับสนุนนักวิจัยรุ่นใหม่		['การ', 'คัดเลือก', 'สาย', 'พันธุ์', 'ของ', 'เชื้อราไมคอร์ไรซา', 'และ', 'ผลิต', 'หัวเชื้อ', '\r\n', 'บริสุทธิ์', 'ของ', 'สาย', 'พันธุ์', 'ที่', 'คัดเลือก', 'เพื่อ', 'การ', 'ผลิต', 'ข้าวโพด', 'อย่าง', 'ยั่งยืน', '\r\n']
495	495	496	"การศึกษากลไกการโบกสะบัด cilia ในสาหร่ายสีเขียว Chlamydomonas  reinhardtii โดยการสร้าง phase space ด้วยวิธี time-delayed coordinates
"	2554	อ.ดร. สิทธิโชค  อำนวยพล	คณะวิทยาศาสตร์และเทคโนโลยี	ทุนสนับสนุนนักวิจัยรุ่นใหม่		['การ', 'ศึกษา', 'กลไก', 'การ', 'โบก', 'สะบัด', ' ', 'cilia', ' ', 'ใน', 'สาหร่าย', 'สี', 'เขียว', ' ', 'Chlamydomonas', ' ', ' ', 'reinhardtii', ' ', 'โดย', 'การ', 'สร้าง', ' ', 'phase', ' ', 'space', ' ', 'ด้วย', 'วิธี', ' ', 'time', '-', 'delayed', ' ', 'coordinates\r\n']
496	496	497	"การจำแนกกลุ่มสารพฤกษเคมี (Phytochemical) และทดสอบ
คุณสมบัติการต้านอนุมูลอิสระและการต่อต้านจุลินทรีย์ในพืชวงษ์
 Amaranthaceae (บานไม่รู้โรยขาว และบานไม่รู้โรยป่า)
"	2554	 นายวัชระ  ถาวรพงษ์	คณะสหเวชศาสตร์	ทุนสนับสนุนนักวิจัยรุ่นใหม่		['การ', 'จำแนก', 'กลุ่ม', 'สารพฤกษเคมี', ' ', '(', 'Phytochemical', ')', ' ', 'และ', 'ทดสอบ', '\r\n', 'คุณสมบัติ', 'การ', 'ต้าน', 'อนุมูล', 'อิสระ', 'และ', 'การ', 'ต่อต้าน', 'จุลินทรีย์', 'ใน', 'พืชวงษ์', '\r\n', ' ', 'Amaranthaceae', ' ', '(', 'บาน', 'ไม่', 'รู้', 'โรย', 'ขาว', ' ', 'และ', 'บาน', 'ไม่', 'รู้', 'โรย', 'ป่า', ')', '\r\n']
497	497	498	"กระบวนการสรรหาองค์กรของรัฐที่เป็นอิสระ: ศึกษากรณี
การสรรหา กสทช. ตามรัฐธรรมนูญแห่งราชอาณาจักรไทย 
พุทธศักราช 2550"	2554	ดร. วรรณภา  ติระสังขะ	คณะรัฐศาสตร์	ทุนสนับสนุนนักวิจัยรุ่นใหม่		['กระบวน', 'การ', 'สรรหา', 'องค์กร', 'ของ', 'รัฐ', 'ที่', 'เป็น', 'อิสระ', ':', ' ', 'ศึกษากรณี', '\r\n', 'การ', 'สรรหา', ' กสทช.', ' ', 'ตาม', 'รัฐธรรมนูญ', 'แห่ง', 'ราชอาณาจักรไทย', ' ', '\r\n', 'พุทธศักราช', ' ', '2550']
498	498	499	"โครงสร้างอัตราดอกเบี้ยและเศรษฐกิจมหภาคของไทย 
การวิเคราะห์โดยวิธีเวคเตอร์ออโตรีเกสชั่น"	2554	อ. เฉลิมพงษ์  คงเจริญ	คณะเศรษฐศาสตร์	ทุนสนับสนุนนักวิจัยรุ่นใหม่		['โครงสร้าง', 'อัตรา', 'ดอกเบี้ย', 'และ', 'เศรษฐกิจ', 'มหภาค', 'ของ', 'ไทย ', '\r\n', 'การ', 'วิเคราะห์', 'โดย', 'วิธี', 'เวคเตอร์', 'ออโตรีเกสชั่น']
499	499	500	"พลวัตความขัดแย้งทางการเมืองและการทหารในรัฐฉาน
 (พ.ศ. 2505 – 2554)"	2554	อ. ดุลยภาค  ปรีชารัชช	คณะศิลปศาสตร์	ทุนสนับสนุนนักวิจัยรุ่นใหม่		['พลวัต', 'ความ', 'ขัดแย้ง', 'ทาง', 'การ', 'เมือง', 'และ', 'การ', 'ทหาร', 'ใน', 'รัฐฉาน', '\r\n', ' ', '(', 'พ.ศ.', ' ', '2505', ' ', '–', ' ', '2554', ')']
500	500	501	"โครงการนำร่อง: การศึกษาความสุขของชุมชน: กรณีศึกษา
โครงการเปิดประตูสู่ชุมชนเป็นสุขอย่างยั่งยืน จังหวัดปทุมธานี"	2554	อ. จุฬารัต  ผดุงชีวิต	คณะสังคมวิทยาและมานุษยวิทยา	ทุนสนับสนุนนักวิจัยรุ่นใหม่		['โครงการ', 'นำร่อง', ':', ' ', 'การ', 'ศึกษา', 'ความ', 'สุข', 'ของ', 'ชุมชน', ':', ' ', 'กรณี', 'ศึกษา', '\r\n', 'โครงการ', 'เปิด', 'ประตู', 'สู่', 'ชุมชน', 'เป็น', 'สุข', 'อย่าง', 'ยั่งยืน', ' ', 'จังหวัดปทุมธานี']
501	501	502	"น้ำยางธรรมชาติกราฟต์เมทิลเมทาคริเลตและคุณสมบัติเชิงกล
ของพลาสติกผสมของยางธรรมชาติกราฟต์กับพีวีซี"	2554	อ.ดร. สุวดี  ก้องพารากุล	คณะวิทยาศาสตร์และเทคโนโลยี	ทุนสนับสนุนนักวิจัยรุ่นใหม่		['น้ำ', 'ยาง', 'ธรรมชาติ', 'กราฟต์เมทิลเมทาคริเลต', 'และ', 'คุณสมบัติเชิงกล\r\n', 'ของ', 'พลาสติก', 'ผสม', 'ของ', 'ยาง', 'ธรรมชาติ', 'กราฟต์', 'กับ', 'พีวีซี']
502	502	503	การสังเคราะห์โพลิเมอร์ร่างแหจากโพลิเอทิลีน เทเรฟทาเรต	2554	ดร. พีระศักดิ์  เภาประเสริฐ	คณะวิทยาศาสตร์และเทคโนโลยี	ทุนสนับสนุนนักวิจัยรุ่นใหม่		['การ', 'สังเคราะห์', 'โพลิเมอร์', 'ร่าง', 'แห', 'จาก', 'โพลิเอทิลีน เทเรฟทาเรต']
503	503	504	"การศึกษาผลของการปรับปรุงกระบวนการผลิตเพื่อลดการใช้เนย
ในการอบเค้กเนย"	2554	ดร. ภณิดา  ซ้ายขวัญ	คณะวิศวกรรมศาสตร์	ทุนสนับสนุนนักวิจัยรุ่นใหม่		['การ', 'ศึกษา', 'ผล', 'ของ', 'การ', 'ปรับปรุง', 'กระบวน', 'การ', 'ผลิต', 'เพื่อ', 'ลด', 'การ', 'ใช้', 'เนย', '\r\n', 'ใน', 'การ', 'อบเค้ก', 'เนย']
504	504	505	"แบบจำลองทางคณิตศาสตร์ของระบบเครือข่ายเซ็นเซอร์ไร้สาย
ที่สามารถตรวจวัดโพลาไรซ์ของสัญญาณ"	2554	อ.ดร. ศุภวัฒน์  สุภัควงศ์	คณะวิศวกรรมศาสตร์	ทุนสนับสนุนนักวิจัยรุ่นใหม่		['แบบ', 'จำลอง', 'ทาง', 'คณิตศาสตร์', 'ของ', 'ระบบ', 'เครือข่ายเซ็นเซอร์ไร้สาย', '\r\n', 'ที่', 'สามารถ', 'ตรวจ', 'วัด', 'โพลาไรซ์', 'ของ', 'สัญญาณ']
505	505	506	"ภาวะฉุกเฉินเนื่องจากระดับน้ำตาลสูงในเลือดในผู้ป่วยเบาหวาน
ที่เป็นผู้ใหญ่ในโรงพยาบาลธรรมศาสตร์เฉลิมพระเกียรติ 
ปี 2549 - 2553"	2554	พญ. พิมพ์ใจ  อันทานนท์	คณะแพทยศาสตร์	ทุนสนับสนุนนักวิจัยรุ่นใหม่		['ภาวะ', 'ฉุกเฉิน', 'เนื่อง', 'จาก', 'ระดับ', 'น้ำตาล', 'สูง', 'ใน', 'เลือด', 'ใน', 'ผู้', 'ป่วย', 'เบาหวาน', '\r\n', 'ที่', 'เป็น', 'ผู้', 'ใหญ่', 'ใน', 'โรง', 'พยาบาลธรรมศาสตร์เฉลิม', 'พระเกียรติ \r\n', 'ปี', ' ', '2549', ' ', '-', ' ', '2553']
506	506	507	"การเปรียบเทียบปริมาณรังสีในเครื่องมือป้องกันรังสีรักษา
ภายในช่องปากโดยใช้โลหะทังสเตนและโลหะตะกั่ว"	2554	อ. กุศล  ตันติวงส์	คณะทันตแพทยศาสตร์	ทุนสนับสนุนนักวิจัยรุ่นใหม่		['การ', 'เปรียบเทียบ', 'ปริมาณ', 'รังสี', 'ใน', 'เครื่องมือ', 'ป้องกัน', 'รังสีรักษา', '\r\n', 'ภาย', 'ใน', 'ช่อง', 'ปาก', 'โดย', 'ใช้', 'โลหะ', 'ทังสเตน', 'และ', 'โลหะ', 'ตะกั่ว']
