Unnamed: 0	id	name	year	researchers	department	research_area	research_type	tokenized_title
242	243	การจัดการความรู้การนิเทศงานสังคมสงเคราะห์	2557	ผศ.ดร. พงษ์เทพ สันติกุล	คณะสังคมสงเคราะห์ศาสตร์			['การ', 'จัดการ', 'ความ', 'รู้', 'การ', 'นิเทศงาน', 'สังคมสงเคราะห์']
243	244	กรอบการสร้างสภาพแวดล้อมการทำงานเชิงสร้างสรรค์และการสร้างนวัตกรรมในศตวรรษที่ 21 : กรณีศึกษาองค์กรธุรกิจสร้างสรรค์ในประเทศไทย	2557	อ.ดร. ทิพย์สุดา จันทร์แจ่มหล้า	คณะสถาปัตยกรรมศาสตร์และการผังเมือง			['กรอบ', 'การ', 'สร้าง', 'สภาพ', 'แวดล้อม', 'การ', 'ทำ', 'งาน', 'เชิง', 'สร้างสรรค์', 'และ', 'การ', 'สร้าง', 'นวัตกรรม', 'ใน', 'ศตวรรษ', 'ที่', ' ', '21', ' ', ':', ' ', 'กรณี', 'ศึกษา', 'องค์กร', 'ธุรกิจ', 'สร้างสรรค์', 'ใน', 'ประเทศไทย']
244	245	การศึกษาดัชนีการใช้พลังงานในอาคาร : กรณีศึกษาโชว์รูมและศูนย์บริการรถยนต์ในประเทศไทย	2557	อ. กรกมล ตันติวนิช	คณะสถาปัตยกรรมศาสตร์และการผังเมือง			['การ', 'ศึกษา', 'ดัชนี', 'การ', 'ใช้', 'พลังงาน', 'ใน', 'อาคาร', ' ', ':', ' ', 'กรณี', 'ศึกษา', 'โชว์', 'รูม', 'และ', 'ศูนย์', 'บริการ', 'รถ', 'ยนต์', 'ใน', 'ประเทศไทย']
245	246	อยู่กับน้ำ-ถอดรหัสวิถีท้องถิ่นการสร้างบ้านแปลงเมือง : กรณีศึกษาพื้นที่ลุ่มน้ำภาคกลาง	2557	อ. รุ่งรัตน์ เต็งเก้าประเสริฐ	คณะสถาปัตยกรรมศาสตร์และการผังเมือง			['อยู่', 'กับ', 'น้ำ', '-', 'ถอด', 'รหัส', 'วิถี', 'ท้องถิ่น', 'การ', 'สร้าง', 'บ้านแปลง', 'เมือง', ' ', ':', ' ', 'กรณี', 'ศึกษา', 'พื้นที่', 'ลุ่มน้ำภาคกลาง']
246	247	การพัฒนาผลิตภัณฑ์ชีวภาพสำหรับย่อยสลายฟางข้าวและควบคุมโรคขอบใบแห้งและใบขีดโปร่งแสงในระบบการผลิตข้าวอินทรีย์	2557	อ.ดร. ดุสิต อธินุวัฒน์	คณะวิทยาศาสตร์และเทคโนโลยี			['การ', 'พัฒนา', 'ผลิตภัณฑ์', 'ชีวภาพ', 'สำหรับ', 'ย่อย', 'สลาย', 'ฟาง', 'ข้าว', 'และ', 'ควบคุม', 'โรค', 'ขอบ', 'ใบ', 'แห้ง', 'และ', 'ใบ', 'ขีด', 'โปร่ง', 'แสง', 'ใน', 'ระบบ', 'การ', 'ผลิต', 'ข้าว', 'อินทรีย์']
247	248	การพัฒนาซอฟท์แวร์และอุปกรณ์วิเคราะห์เคมีไฟฟ้าแบบพกพาราคาถูกเพื่อการติดตามตรวจสอบสารอินทรีย์ระเหยง่ายในสิ่งแวดล้อม	2557	ผศ.ดร. ยุทธนา ตันติรุ่งโรจน์ชัย	คณะวิทยาศาสตร์และเทคโนโลยี			['การ', 'พัฒนา', 'ซอฟท์แวร์', 'และ', 'อุปกรณ์', 'วิเคราะห์', 'เคมี', 'ไฟ', 'ฟ้า', 'แบบ', 'พกพา', 'ราคา', 'ถูก', 'เพื่อ', 'การ', 'ติดตาม', 'ตรวจสอบ', 'สาร', 'อินทรีย์', 'ระเหย', 'ง่าย', 'ใน', 'สิ่ง', 'แวดล้อม']
248	249	สมบัติทางรีโอโลยีและคุณภาพทางประสาทสัมผัสของถั่วกวนจากถั่วชนิดต่างๆ และส่วนผสมสำหรับขนมไส้ถั่วกวน	2557	ผศ.ดร. บุศราภา ลีละวัฒน์	คณะวิทยาศาสตร์และเทคโนโลยี			['สมบัติ', 'ทาง', 'รีโอโลยี', 'และ', 'คุณภาพ', 'ทาง', 'ประสาท', 'สัมผัส', 'ของ', 'ถั่ว', 'กวน', 'จาก', 'ถั่ว', 'ชนิด', 'ต่างๆ', ' ', 'และ', 'ส่วน', 'ผสม', 'สำหรับ', 'ขนม', 'ไส้', 'ถั่วกวน']
249	250	ผลกระทบของเงื่อนไขการเคลือบฟิล์มต่อสมบัติทางโครงสร้างและทางแสงของกระจกปรับเปลี่ยนสภาพแสงได้ด้วยฟิล์ม Mg-Ni ที่เตรียมด้วยเทคนิคดีซี แมกนีตรอน สปัตเตอริง	2557	ผศ.ดร. กมล เอี่ยมพนากิจ	คณะวิทยาศาสตร์และเทคโนโลยี			['ผล', 'กระทบ', 'ของ', 'เงื่อนไข', 'การ', 'เคลือบ', 'ฟิล์ม', 'ต่อสมบัติ', 'ทาง', 'โครงสร้าง', 'และ', 'ทาง', 'แสง', 'ของ', 'กระจก', 'ปรับเปลี่ยน', 'สภาพ', 'แสง', 'ได้', 'ด้วย', 'ฟิล์ม', ' ', 'Mg', '-', 'Ni', ' ', 'ที่', 'เตรียม', 'ด้วย', 'เทคนิค', 'ดี', 'ซี', ' ', 'แมกนีตรอน', ' ', 'สปัตเตอริง']
250	251	ผลของสารกระตุ้นต่อปริมาณสาร diosgenin ของยอด Dioscorea birmanica ในสภาพปลอดเชื้อ	2557	รศ.ดร. เยาวพา จิระเกียรติกุล	คณะวิทยาศาสตร์และเทคโนโลยี			['ผล', 'ของ', 'สาร', 'กระตุ้น', 'ต่อ', 'ปริมาณ', 'สาร', ' ', 'diosgenin', ' ', 'ของ', 'ยอด', ' ', 'Dioscorea birmanica', ' ', 'ใน', 'สภาพ', 'ปลอด', 'เชื้อ']
251	252	การบำบัดสี Reactive จากน้ำเสียโรงงานสิ่งทอด้วยราที่แยกได้จากประเทศไทย	2557	ผศ.ดร. นิรมล ศากยวงศ์	คณะวิทยาศาสตร์และเทคโนโลยี			['การ', 'บำบัด', 'สี', ' ', 'Reactive', ' ', 'จาก', 'น้ำ', 'เสีย', 'โรง', 'งาน', 'สิ่ง', 'ทอ', 'ด้วย', 'รา', 'ที่', 'แยก', 'ได้', 'จาก', 'ประเทศไทย']
252	253	การใช้แบคทีเรียบำบัดน้ำเสียสีจากการฟอกย้อม	2557	ผศ.ดร. ธีระชัย  ธนานันต์	คณะวิทยาศาสตร์และเทคโนโลยี			['การ', 'ใช้', 'แบคทีเรีย', 'บำบัด', 'น้ำ', 'เสีย', 'สี', 'จาก', 'การ', 'ฟอก', 'ย้อม']
253	254	การศึกษาสมบัติของฟิล์มบางโพลีอะนิลีนสำหรับการประยุกต์ใช้เป็นตัวตรวจรู้แก๊ส	2557	อ.ดร. เรวัตร ใจสุทธิ	คณะวิทยาศาสตร์และเทคโนโลยี			['การ', 'ศึกษา', 'สมบัติ', 'ของ', 'ฟิล์ม', 'บาง', 'โพลี', 'อะนิลีน', 'สำหรับ', 'การ', 'ประยุกต์', 'ใช้', 'เป็น', 'ตัว', 'ตรวจ', 'รู้', 'แก๊ส']
254	255	การใช้ประโยชน์จากเถ้าที่ได้จากการไพโรไลซิสยางรถยนต์ใช้แล้ว : การผลิตตัวดูดซับและการใช้เป็นสารตัวเติมในคอมพอสิตยางธรรมชาติ	2557	รศ.ดร. ภาณุ ด่านวานิชกุล	คณะวิศวกรรมศาสตร์			['การ', 'ใช้', 'ประโยชน์', 'จาก', 'เถ้าที่', 'ได้', 'จาก', 'การ', 'ไพโรไลซิสยาง', 'รถ', 'ยนต์', 'ใช้', 'แล้ว', ' ', ':', ' ', 'การ', 'ผลิต', 'ตัว', 'ดูดซับ', 'และ', 'การ', 'ใช้', 'เป็น', 'สารตัว', 'เติม', 'ใน', 'คอมพอสิตยาง', 'ธรรมชาติ']
255	256	การแตกหักจากความเค้นร่วมกับการกัดกร่อนของโลหะผสมทองแดง-นิเกิล-อลูมิเนียมในน้ำทะเล	2557	รศ.ดร. ชาวสวน กาญจโนมัย	คณะวิศวกรรมศาสตร์			['การ', 'แตก', 'หัก', 'จาก', 'ความ', 'เค้น', 'ร่วม', 'กับ', 'การ', 'กัดกร่อน', 'ของ', 'โลหะ', 'ผสม', 'ทองแดง', '-', 'นิเกิล', '-', 'อลูมิเนียม', 'ใน', 'น้ำ', 'ทะเล']
256	257	การศึกษาและทำนายโครงสร้างและขนาดโมเลกุลของยางธรรมชาติหลังการบดผสมโดยใช้ศาสตร์ทางรีโอโลยี	2557	รศ.ดร. แคทลียา ปัทมพรหม	คณะวิศวกรรมศาสตร์			['การ', 'ศึกษา', 'และ', 'ทำ', 'นาย', 'โครงสร้าง', 'และ', 'ขนาด', 'โมเลกุล', 'ของ', 'ยาง', 'ธรรมชาติ', 'หลัง', 'การ', 'บด', 'ผสม', 'โดย', 'ใช้', 'ศาสตร์', 'ทาง', 'รีโอโลยี']
257	258	ผลกระทบของความหนืดและการไหลของเลือดต่อไขมันอุดตันในหลอดเลือด	2557	รศ.ดร. วิโรจน์ ลิ่มตระการ	คณะวิศวกรรมศาสตร์			['ผล', 'กระทบ', 'ของ', 'ความ', 'หนืด', 'และ', 'การ', 'ไหล', 'ของ', 'เลือด', 'ต่อ', 'ไขมัน', 'อุดตัน', 'ใน', 'หลอด', 'เลือด']
258	259	การสังเคราะห์วัสดุแลกเปลี่ยนประจุลบเพื่อใช้ในการบำบัดน้ำเสียจากยางรถยนต์ใช้แล้วโดยการให้ความร้อนด้วยไมโครเวฟ	2557	ผศ.ดร. สุพิชชา  รุ่งโรจน์นิมิตชัย	คณะวิศวกรรมศาสตร์			['การ', 'สังเคราะห์', 'วัสดุ', 'แลกเปลี่ยน', 'ประจุ', 'ลบ', 'เพื่อ', 'ใช้', 'ใน', 'การ', 'บำบัด', 'น้ำ', 'เสีย', 'จาก', 'ยาง', 'รถ', 'ยนต์', 'ใช้', 'แล้ว', 'โดย', 'การ', 'ให้', 'ความ', 'ร้อน', 'ด้วย', 'ไมโครเวฟ']
259	260	งานวิจัยและพัฒนาเครื่องต้นแบบการบำบัดเนื้อเยื่อโดยใช้คลื่นแม่เหล็กไฟฟ้าผ่านท่อ Antenna	2557	อ.ดร. สมศักดิ์ วงษ์ประดับไชย	คณะวิศวกรรมศาสตร์			['งานวิจัยและ', 'พัฒนา', 'เครื่อง', 'ต้น', 'แบบ', 'การ', 'บำบัด', 'เนื้อเยื่อ', 'โดย', 'ใช้', 'คลื่น', 'แม่เหล็ก', 'ไฟ', 'ฟ้า', 'ผ่าน', 'ท่อ', ' ', 'Antenna']
260	261	การศึกษาการกัดกร่อนของคอนกรีตในสภาวะกรดและการประเมินอายุการใช้งานโครงสร้างคอนกรีตที่ถูกกรดกัดกร่อน	2557	ศ. สมนึก ตั้งเติมสิริกุล	สถาบันเทคโนโลยีนานาชาติสิรินธร			['การ', 'ศึกษา', 'การ', 'กัดกร่อน', 'ของ', 'คอนกรีต', 'ใน', 'สภาวะ', 'กรด', 'และ', 'การ', 'ประเมิน', 'อายุ', 'การ', 'ใช้', 'งาน', 'โครงสร้าง', 'คอนกรีต', 'ที่', 'ถูก', 'กรด', 'กัดกร่อน']
261	262	การพัฒนาอนุภาคแม่เหล็กขนาดนาโนเมตรเคลือบด้วยสารดูดซับกลุ่มซีโอไลท์เพื่อใช้ในการบำบัดน้ำและสิ่งแวดล้อมที่ถูกปนเปื้อนด้วยโลหะหนัก	2557	รศ.ดร. ปกรณ์ โอภาประกาสิต	สถาบันเทคโนโลยีนานาชาติสิรินธร			['การ', 'พัฒนา', 'อนุภาค', 'แม่', 'เหล็ก', 'ขนาด', 'นาโนเมตร', 'เคลือบ', 'ด้วย', 'สาร', 'ดูดซับ', 'กลุ่ม', 'ซีโอไลท์', 'เพื่อ', 'ใช้', 'ใน', 'การ', 'บำบัด', 'น้ำ', 'และสิ่ง', 'แวดล้อม', 'ที่', 'ถูก', 'ปนเปื้อน', 'ด้วย', 'โลหะ', 'หนัก']
262	263	การพัฒนาสารสกัดตำรับสหัสธาราเพื่อใช้เป็นยารักษาผู้ป่วยโรคข้อเสื่อม	2557	รศ.ดร. อรุณพร อิฐรัตน์	คณะแพทยศาสตร์			['การ', 'พัฒนา', 'สารสกัด', 'ตำรับ', 'สหัส', 'ธารา', 'เพื่อ', 'ใช้', 'เป็น', 'ยา', 'รักษา', 'ผู้', 'ป่วย', 'โรค', 'ข้อ', 'เสื่อม']
263	264	ประสิทธิภาพของการกำจัดเชื้อ เฮลิโคแบคเตอร์ ไพโลไร ด้วยสูตรยา bismuth-based high dose PPI triple therapy 7 วัน และ 14 วันในผู้ป่วยไทยโรค non ulcer dyspepsia	2557	ผศ.ดร.นพ. รัฐกร วิไลชนม์	คณะแพทยศาสตร์			['ประสิทธิภาพ', 'ของ', 'การ', 'กำจัด', 'เชื้อ', ' ', 'เฮลิโคแบคเตอร์ ไพโลไร', ' ', 'ด้วย', 'สูตร', 'ยา', ' ', 'bismuth', '-', 'based', ' ', 'high', ' ', 'dose', ' ', 'PPI', ' ', 'triple', ' ', 'therapy', ' ', '7', ' ', 'วัน', ' ', 'และ', ' ', '14', ' ', 'วัน', 'ใน', 'ผู้', 'ป่วย', 'ไทย', 'โรค', ' ', 'non', ' ', 'ulcer', ' ', 'dyspepsia']
264	265	ฤทธิ์ของสารสกัดจากมะม่วง มะพร้าว และมะเฟือง ต่อการป้องกันเซลล์ผิวหนังชนิดเคอราติโนไซต์จากการถูกทำลายโดยรังสีอัลตราไวโอเลตบี	2557	ผศ.ดร. ชาลินี รอนไพริน	คณะแพทยศาสตร์			['ฤทธิ์', 'ของ', 'สาร', 'สกัด', 'จาก', 'มะม่วง', ' ', 'มะพร้าว', ' ', 'และ', 'มะเฟือง', ' ', 'ต่อ', 'การ', 'ป้องกัน', 'เซลล์', 'ผิวหนัง', 'ชนิด', 'เคอราติโนไซต์', 'จาก', 'การ', 'ถูก', 'ทำลาย', 'โดย', 'รังสี', 'อัลตราไวโอเลตบี']
265	266	การพัฒนาสายพันธุ์เซลล์ต้นกำเนิดจากตัวอ่อนที่ได้มาจากไข่ที่มีการปฏิสนธิกับอสุจิล้มเหลว (failed fertilization oocyte), ไข่ที่เจริญไม่เต็มที่ (immature oocyte), ไข่ที่มีการปฏิสนธิผิดปกติและไข่ที่ปฏิสนธิแต่หยุดการเจริญเติบโตในระยะ zygote	2557	รศ.นพ. เจริญไชย เจียมจรรยา	คณะแพทยศาสตร์			['การ', 'พัฒนา', 'สายพันธุ์', 'เซลล์', 'ต้น', 'กำเนิด', 'จาก', 'ตัว', 'อ่อน', 'ที่', 'ได้', 'มา', 'จาก', 'ไข่', 'ที่', 'มี', 'การ', 'ปฏิสนธิ', 'กับ', 'อสุจิล้มเหลว', ' ', '(', 'failed', ' ', 'fertilization', ' ', 'oocyte', ')', ',', ' ', 'ไข่', 'ที่', 'เจริญ', 'ไม่', 'เต็มที่', ' ', '(', 'immature', ' ', 'oocyte', ')', ',', ' ', 'ไข่', 'ที่', 'มี', 'การ', 'ปฏิสนธิ', 'ผิด', 'ปกติ', 'และ', 'ไข่', 'ที่', 'ปฏิสนธิ', 'แต่', 'หยุด', 'การ', 'เจริญเติบโต', 'ใน', 'ระยะ', ' ', 'zygote']
266	267	การตรวจแยกชนิดไข่พยาธิใบไม้ในปอด Paragonimus พยาธิใบไม้ลำไส้ Echinostoma และพยาธิใบไม้ตับ Fasciola โดยวิธีเรียลไทม์พีซีอาร์	2557	ผศ.ดร. ชัยรัตน์  ตัณทราวัฒน์พันธ์	คณะแพทยศาสตร์			['การ', 'ตรวจ', 'แยก', 'ชนิด', 'ไข่', 'พยาธิ', 'ใบ', 'ไม้', 'ใน', 'ปอด', ' ', 'Paragonimus', ' ', 'พยาธิ', 'ใบ', 'ไม้', 'ลำ', 'ไส้', ' ', 'Echinostoma', ' ', 'และ', 'พยาธิ', 'ใบ', 'ไม้', 'ตับ', ' ', 'Fasciola', ' ', 'โดย', 'วิธี', 'เรียล', 'ไทม์', 'พีซีอาร์']
267	268	ความหลากหลายสายพันธุ์ทางพันธุศาสตร์  ปัจจัยก่อโรคที่สำคัญ และความไวของเชื้อดื้อยา Staphylococcus aureus ในโรงพยาบาลธรรมศาสตร์เฉลิมพระเกียรติ	2557	ผศ.ดร. สุมาลี คอนโด	คณะแพทยศาสตร์			['ความ', 'หลากหลาย', 'สาย', 'พันธุ์', 'ทาง', 'พันธุศาสตร์', ' ', ' ', 'ปัจจัย', 'ก่อ', 'โรค', 'ที่', 'สำคัญ', ' ', 'และ', 'ความ', 'ไว', 'ของ', 'เชื้อ', 'ดื้อยา', ' ', 'Staphylococcus ', 'aureus', ' ', 'ใน', 'โรง', 'พยาบาลธรรมศาสตร์เฉลิม', 'พระเกียรติ']
268	269	การศึกษาความสัมพันธ์ของภาวะหย่อนของอวัยวะในอุ้งเชิงกรานกับการติดเชื้อแบคทีเรียในกระเพาะปัสสาวะในสตรีวัยทอง	2557	รศ.พญ. อรวรรณ เล็กสกุลไชย	คณะแพทยศาสตร์			['การ', 'ศึกษา', 'ความ', 'สัมพันธ์', 'ของ', 'ภาวะ', 'หย่อน', 'ของ', 'อวัยวะ', 'ใน', 'อุ้ง', 'เชิง', 'กราน', 'กับ', 'การ', 'ติด', 'เชื้อ', 'แบคทีเรีย', 'ใน', 'กระเพาะ', 'ปัสสาวะ', 'ใน', 'สตรี', 'วัยทอง']
269	270	การเพิ่มจำนวนยีน การศึกษาคุณลักษณะและความสำคัญของลำดับกรดอะมิโน ของยีนเพ็ปไทด์ Defensin ชนิดใหม่ของพืชหรือสัตว์ที่พบในประเทศไทย	2557	ผศ.ดร. รัชนีวรรณ อุ่นแพทย์	คณะสหเวชศาสตร์			['การ', 'เพิ่ม', 'จำนวน', 'ยีน', ' ', 'การ', 'ศึกษา', 'คุณลักษณะ', 'และ', 'ความ', 'สำคัญ', 'ของ', 'ลำดับ', 'กรด', 'อะมิโน', ' ', 'ของ', 'ยีนเพ็ปไทด์', ' ', 'Defensin', ' ', 'ชนิด', 'ใหม่', 'ของ', 'พืช', 'หรือ', 'สัตว์', 'ที่', 'พบ', 'ใน', 'ประเทศไทย']
270	271	การพัฒนาวิธีการตรวจวินิจฉัยแยกโรคมือเท้าปากที่มีสาเหตุจากการติดเชื้อไวรัสเอนเทอโร 71 และไวรัสคอกแซคกี่ เอ16 ด้วยวิธีทางอิมมิวโนวิทยาชนิดตรวจหาแอนติเจนของเชื้อไวรัส	2557	อ.ดร. จีระพงษ์ ทะนงค์ศักดิ์ศรีกุล	คณะสหเวชศาสตร์			['การ', 'พัฒนา', 'วิธี', 'การ', 'ตรวจ', 'วินิจฉัย', 'แยก', 'โรค', 'มือ', 'เท้า', 'ปาก', 'ที่', 'มี', 'สาเหตุ', 'จาก', 'การ', 'ติด', 'เชื้อ', 'ไวรัส', 'เอนเทอโร', ' ', '71', ' ', 'และ', 'ไวรัส', 'คอก', 'แซคกี่', ' ', 'เอ', '16', ' ', 'ด้วย', 'วิธี', 'ทาง', 'อิมมิวโนวิทยา', 'ชนิด', 'ตรวจ', 'หา', 'แอนติเจน', 'ของ', 'เชื้อ', 'ไวรัส']
271	272	ความสัมพันธ์ของการดื้อยาต้านจุลชีพระดับพันธุกรรมกับสายพันธุ์ของเชื้อวัณโรคที่เพาะแยกได้จากผู้ป่วยวัณโรคชาวไทยในช่วงปี พ.ศ.2551-2554	2557	ผศ.ดร. พจนีย์ ศรีมาโนชญ์	คณะสหเวชศาสตร์			['ความ', 'สัมพันธ์', 'ของ', 'การ', 'ดื้อยา', 'ต้าน', 'จุลชีพ', 'ระดับ', 'พันธุกรรม', 'กับ', 'สาย', 'พันธุ์', 'ของ', 'เชื้อ', 'วัณโรค', 'ที่', 'เพาะ', 'แยก', 'ได้', 'จาก', 'ผู้', 'ป่วย', 'วัณโรค', 'ชาว', 'ไทย', 'ใน', 'ช่วง', 'ปี', ' ', 'พ.ศ.', '2551', '-', '2554']
272	273	การตรวจหาตำแหน่งและอีพิโทปเฉพาะต่อโมโนโคลนัลแอนติบอดีที่จำเพาะต่อเชื้อวิบริโอ พาราฮีโมไลตติคัส	2557	ผศ.ดร. ผ่องศรี ทองทวี	คณะสหเวชศาสตร์			['การ', 'ตรวจ', 'หา', 'ตำแหน่ง', 'และ', 'อีพิโทป', 'เฉพาะ', 'ต่อ', 'โมโนโคลนัล', 'แอนติบ', 'อดี', 'ที่', 'จำเพาะ', 'ต่อ', 'เชื้อ', 'วิบริโอ ', 'พาราฮีโมไลตติคัส']
273	274	การพัฒนาเปปไทด์ต้านจุลชีพเพื่อใช้เป็น cytotoxic agent สำหรับเซลล์มะเร็ง	2557	ผศ.ดร. ธีรกุล อาภรณ์สุวรรณ	คณะสหเวชศาสตร์			['การ', 'พัฒนา', 'เปปไทด์', 'ต้าน', 'จุลชีพ', 'เพื่อ', 'ใช้', 'เป็น', ' ', 'cytotoxic', ' ', 'agent', ' ', 'สำหรับ', 'เซลล์', 'มะเร็ง']
274	275	ความชุกและผลกระทบของการติดเชื้อไวรัสตับอักเสบต่อความรุนแรงของการติดเชื้อไวรัสเอชไอวีและการเกิดภาวะพิษต่อตับในผู้ป่วยชาวไทยที่ได้รับยาต้านไวรัส	2557	อ.ดร. จรีภรณ์ เอกวัฒน์ชัย	คณะสหเวชศาสตร์			['ความ', 'ชุก', 'และ', 'ผล', 'กระทบ', 'ของ', 'การ', 'ติด', 'เชื้อ', 'ไวรัส', 'ตับ', 'อักเสบ', 'ต่อ', 'ความ', 'รุนแรง', 'ของ', 'การ', 'ติด', 'เชื้อ', 'ไวรัส', 'เอชไอวี', 'และ', 'การ', 'เกิด', 'ภาวะ', 'พิษ', 'ต่อ', 'ตับ', 'ใน', 'ผู้', 'ป่วย', 'ชาว', 'ไทย', 'ที่', 'ได้', 'รับ', 'ยา', 'ต้าน', 'ไวรัส']
275	276	ผลของสารบริสุทธิ์ torvoside ที่สกัดจากผลมะเขือพวงต่อการเปลี่ยนแปลงเป็นเซลล์ไขมัน (adipogenesis) และการสังเคราะห์ adiponectin ในเซลล์ไขมัน (3T3-L1)	2557	ผศ.ดร. พิไลวรรณ  ศิริพฤกษ์พงษ์	คณะสหเวชศาสตร์			['ผล', 'ของ', 'สาร', 'บริสุทธิ์', ' ', 'torvoside', ' ', 'ที่', 'สกัด', 'จาก', 'ผล', 'มะเขือพวง', 'ต่อ', 'การ', 'เปลี่ยนแปลง', 'เป็น', 'เซลล์', 'ไขมัน', ' ', '(', 'adipogenesis', ')', ' ', 'และ', 'การ', 'สังเคราะห์', ' ', 'adiponectin', ' ', 'ใน', 'เซลล์', 'ไขมัน', ' ', '(', '3', 'T', '3', '-', 'L', '1', ')']
276	277	โปรตีนในสารคัดหลั่ง cystatin ขนาด 170 กิโลดาลตัน ของพยาธิใบไม้ตับชนิด Fasciola gigantica กับการศึกษาหน้าที่ในการกระตุ้น specific cellular pathways ใน mammalian host และหน้าที่ทางชีววิทยาเพื่อความอยู่รอดของพยาธิ	2557	รศ.(พิเศษ) ดร. ฮานส์ รูดี กรามส์	คณะสหเวชศาสตร์			['โปรตีน', 'ใน', 'สาร', 'คัดหลั่ง', ' ', 'cystatin', ' ', 'ขนาด', ' ', '170', ' ', 'กิโลดาลตัน', ' ', 'ของ', 'พยาธิ', 'ใบ', 'ไม้', 'ตับ', 'ชนิด', ' ', 'Fasciola gigantica', ' ', 'กับ', 'การ', 'ศึกษา', 'หน้าที่', 'ใน', 'การ', 'กระตุ้น', ' ', 'specific', ' ', 'cellular', ' ', 'pathways', ' ', 'ใน', ' ', 'mammalian', ' ', 'host', ' ', 'และ', 'หน้าที่', 'ทาง', 'ชีววิทยา', 'เพื่อ', 'ความ', 'อยู่', 'รอด', 'ของ', 'พยาธิ']
277	278	โครงการฝึกเดินด้วยหุ่นยนต์ช่วยพยุงน้ำหนักบางส่วนในผู้ป่วยโรคหลอดเลือดสมองเรื้อรัง	2557	อ.ดร. พัชรี คุณค้ำชู	คณะสหเวชศาสตร์			['โครงการ', 'ฝึก', 'เดิน', 'ด้วย', 'หุ่น', 'ยนต์', 'ช่วย', 'พยุง', 'น้ำหนัก', 'บาง', 'ส่วน', 'ใน', 'ผู้', 'ป่วย', 'โรค', 'หลอดเลือด', 'สมอง', 'เรื้อรัง']
278	279	ผลของการกลายพันธุ์ที่ Exon 10 ของยีน BRCA1 ต่อการเกิดโรคมะเร็งเต้านม/รังไข่ในคนไทย และการยับยั้งการทำงานของ Telomerase โดยสารเคอร์คิวมินในขมิ้นชัน	2557	รศ.ดร. มาลินี พงศ์เสวี	คณะสหเวชศาสตร์			['ผล', 'ของ', 'การ', 'กลาย', 'พันธุ์', 'ที่', ' ', 'Exon', ' ', '10', ' ', 'ของ', 'ยีน', ' ', 'BRCA1', ' ', 'ต่อ', 'การ', 'เกิด', 'โรค', 'มะเร็ง', 'เต้า', 'นม', '/', 'รัง', 'ไข่', 'ใน', 'คน', 'ไทย', ' ', 'และ', 'การ', 'ยับยั้ง', 'การ', 'ทำ', 'งาน', 'ของ', ' ', 'Telomerase', ' ', 'โดยสาร', 'เคอร์คิวมิน', 'ใน', 'ขมิ้นชัน']
279	280	การศึกษาคุณสมบัติและพัฒนาวิธีการตรวจ human neutrophil antigens ในประชากรไทย	2557	รศ.ดร. พล.ต.หญิง อ้อยทิพย์  ณ ถลาง	คณะสหเวชศาสตร์			['การ', 'ศึกษา', 'คุณสมบัติ', 'และ', 'พัฒนา', 'วิธี', 'การ', 'ตรวจ', ' ', 'human', ' ', 'neutrophil', ' ', 'antigens', ' ', 'ใน', 'ประชากร', 'ไทย']
280	281	การศึกษาความหลากหลายทางพันธุกรรมของจีนพลาสโมเดียมไวแวกซ์เมอร์โรซอยต์เซอร์เฟชโปรตีน (พีวีเอ็มเอสพี) ในพื้นที่ระบาดของเชื้อมาลาเรียในประเทศไทย	2557	อ.ดร. จิราภรณ์ คุ้ยทรัพย์	คณะสหเวชศาสตร์			['การ', 'ศึกษา', 'ความ', 'หลากหลาย', 'ทาง', 'พันธุกรรม', 'ของ', 'จีน', 'พลาสโมเดียม', 'ไวแวกซ์เมอร์โรซอยต์เซอร์เฟช', 'โปรตีน', ' ', '(', 'พีวีเอ็มเอสพี', ')', ' ', 'ใน', 'พื้นที่', 'ระบาด', 'ของ', 'เชื้อมา', 'ลาเรีย', 'ใน', 'ประเทศไทย']
281	282	บทบาทของเซลล์มาโครฟาจที่ถูกกระตุ้นด้วยลิพอโพลีแซคคาไรด์ต่อการสร้างไซโตไคน์และการแพร่กระจายของเซลล์มะเร็งศีรษะและลำคอ	2557	อ.ทพญ.ดร. กมลพรรณ ภักดี	คณะทันตแพทยศาสตร์			['บทบาท', 'ของ', 'เซลล์', 'มา', 'โครฟาจ', 'ที่', 'ถูก', 'กระตุ้น', 'ด้วย', 'ลิพอโพลีแซคคาไรด์', 'ต่อ', 'การ', 'สร้าง', 'ไซโตไคน์', 'และ', 'การ', 'แพร่กระจาย', 'ของ', 'เซลล์', 'มะเร็ง', 'ศีรษะ', 'และ', 'ลำคอ']
