	Unnamed: 0	Unnamed: 0.1	id	title	authors	publication	publish_date	publish_year	publish_month	type_id	doi	tokenized_title	year
5812	5812	5812	6036	Health impact from air pollution in thailand: Current and future challenges	Vichit-Vadakan, N., Vajanapoom, N.	(2011) Environmental Health Perspectives, 119 (5), pp. A197-A198. 	2011			1		['Health', ' ', 'impact', ' ', 'from', ' ', 'air', ' ', 'pollution', ' ', 'in', ' ', 'thailand', ':', ' ', 'Current', ' ', 'and', ' ', 'future', ' ', 'challenges']	2554.0
5813	5813	5813	6037	Experimental studies of a steam jet refrigeration cycle: Effect of the primary nozzle geometries to system performance	Ruangtrakoon, N., Aphornratana, S., Sriveerakul, T.	(2011) Experimental Thermal and Fluid Science, 35 (4), pp. 676-683. Cited 2 times.	2011			1		['Experimental', ' ', 'studies', ' ', 'of', ' ', 'a', ' ', 'steam', ' ', 'jet', ' ', 'refrigeration', ' ', 'cycle', ':', ' ', 'Effect', ' ', 'of', ' ', 'the', ' ', 'primary', ' ', 'nozzle', ' ', 'geometries', ' ', 'to', ' ', 'system', ' ', 'performance']	2554.0
5814	5814	5814	6038	Object detection with feature stability over scale space	Duanggate, C., Uyyanonvara, B., Makhanov, S.S., Barman, S., Williamson, T.	(2011) Journal of Visual Communication and Image Representation, 22 (4), pp. 345-352. Cited 2 times.	2011			1		['Object', ' ', 'detection', ' ', 'with', ' ', 'feature', ' ', 'stability', ' ', 'over', ' ', 'scale', ' ', 'space']	2554.0
5815	5815	5815	6039	Leptospirosis serodiagnosis by ELISA based on recombinant outer membrane protein	Chalayon, P., Chanket, P., Boonchawalit, T., Chattanadee, S., Srimanote, P., Kalambaheti, T.	(2011) Transactions of the Royal Society of Tropical Medicine and Hygiene, 105 (5), pp. 289-297. Cited 1 time.	2011			1		['Leptospirosis serodiagnosis ', 'by', ' ', 'ELISA', ' ', 'based', ' ', 'on', ' ', 'recombinant', ' ', 'outer', ' ', 'membrane', ' ', 'protein']	2554.0
5816	5816	5816	6040	Trying to make decisions stick: Natural resource policy making in Thailand	Unger, D.H., Siroros, P.	(2011) Journal of Contemporary Asia, 41 (2), pp. 206-228. 	2011			1		['Trying', ' ', 'to', ' ', 'make', ' ', 'decisions', ' ', 'stick', ':', ' ', 'Natural', ' ', 'resource', ' ', 'policy', ' ', 'making', ' ', 'in', ' ', 'Thailand']	2554.0
5817	5817	5817	6041	Phosphorus recovery from human urine and anaerobically treated wastewater through pH adjustment and chemical precipitation	Kemacheevakul, P., Polprasert, C., Shimizu, Y.	(2011) Environmental Technology, 32 (7), pp. 693-698. Cited 1 time.	2011			1		['Phosphorus', ' ', 'recovery', ' ', 'from', ' ', 'human', ' ', 'urine', ' ', 'and', ' ', 'anaerobically', ' ', 'treated', ' ', 'wastewater', ' ', 'through', ' ', 'pH ', 'adjustment', ' ', 'and', ' ', 'chemical', ' ', 'precipitation']	2554.0
5818	5818	5818	6042	Experimental and Numerical Analysis of Microwave Heating of Water and Oil Using a Rectangular Wave Guide: Influence of Sample Sizes, Positions, and Microwave Power	Cha-um, W., Rattanadecho, P., Pakdee, W.	(2011) Food and Bioprocess Technology, 4 (4), pp. 544-558. Cited 7 times.	2011			1		['Experimental', ' ', 'and', ' ', 'Numerical', ' ', 'Analysis', ' of', ' ', 'Microwave', ' ', 'Heating', ' ', 'of', ' ', 'Water', ' ', 'and', ' ', 'Oil', ' ', 'Using', ' ', 'a', ' ', 'Rectangular', ' ', 'Wave', ' ', 'Guide', ':', ' ', 'Influence', ' ', 'of', ' ', 'Sample', ' ', 'Sizes', ',', ' ', 'Positions', ',', ' ', 'and', ' ', 'Microwave', ' ', 'Power']	2554.0
5819	5819	5819	6043	An iterative/subdivision hybrid algorithm for curve/curve intersection	Srijuntongsiri, G.	(2011) Visual Computer, 27 (5), pp. 365-371. 	2011			1		['An', ' ', 'iterative', '/subdivision', ' ', 'hybrid', ' ', 'algorithm', ' ', 'for', ' ', 'curve', '/curve', ' ', 'intersection']	2554.0
5820	5820	5820	6044	Blocking induction of T helper type 2 responses prevents development of disease in a model of childhood asthma	Siegle, J.S., Hansbro, N., Dong, C., Angkasekwinai, P., Foster, P.S., Kumar, R.K.	(2011) Clinical and Experimental Immunology, . Article in Press. 	2011			1		['Blocking', ' ', 'induction', ' ', 'of', ' ', 'T', ' ', 'helper', ' ', 'type', ' ', '2', ' ', 'responses', ' ', 'prevents', ' ', 'development', ' ', 'of', ' ', 'disease', ' ', 'in', ' ', 'a', ' ', 'model', ' ', 'of', ' ', 'childhood', ' ', 'asthma']	2554.0
5821	5821	5821	6045	The dynamics of financial innovation system	Wonglimpiyarat, J.	(2011) Journal of High Technology Management Research, 22 (1), pp. 36-46. Cited 1 time.	2011			1		['The', ' ', 'dynamics', ' ', 'of', ' ', 'financial', ' ', 'innovation', ' ', 'system']	2554.0
5822	5822	5822	6046	Cytotoxic activity of acetogenins and styryl lactones isolated from Goniothalamus undulatus Ridl. Root extracts against a lung cancer cell line (COR-L23)	Tantithanaporn, S., Wattanapiromsakul, C., Itharat, A., Keawpradub, N.	(2011) Phytomedicine, 18 (6), pp. 486-490. Cited 3 times.	2011			1		['Cytotoxic', ' ', 'activity', ' ', 'of', ' ', 'acetogenins', ' ', 'and', ' ', 'styryl', ' ', 'lactones', ' ', 'isolated', ' ', 'from', ' ', 'Goniothalamus', ' ', 'undulatus', ' Ridl', '.', ' ', 'Root', ' ', 'extracts', ' ', 'against', ' ', 'a', ' ', 'lung', ' ', 'cancer', ' ', 'cell', ' ', 'line', ' ', '(', 'COR', '-', 'L', '23', ')']	2554.0
5823	5823	5823	6047	Does central venous catheter tips colonization with multi-drug resistant- acinetobacter baumannii a predictor for bacteremia?	Apisarnthanarak, A., Apisarnthanarak, P., Warren, D.K., Fraser, V.J.	(2011) Clinical Infectious Diseases, 52 (8), pp. 1080-1082. Cited 3 times.	2011			1		['Does', ' ', 'central', ' ', 'venous', ' ', 'catheter', ' ', 'tips', ' ', 'colonization', ' ', 'with', ' ', 'multi', '-', 'drug', ' ', 'resistant', '-', ' ', 'acinetobacter', ' baumannii a', ' ', 'predictor', ' ', 'for', ' ', 'bacteremia', '?']	2554.0
5824	5824	5824	6048	Development of gold standard ion-selective electrode-based methods for fluoride analysis	Mart?nez-Mier, E.A., Cury, J.A., Heilman, J.R., Katz, B.P., Levy, S.M., Li, Y., Maguire, A., Margineda, J., O'Mullane, D., Phantumvanit, P., Soto-Rojas, A.E., Stookey, G.K., Villa, A., Wefel, J.S., Whelton, H., Whitford, G.M., Zero, D.T., Zhang, W., Zohou	(2011) Caries Research, 45 (1), pp. 3-12. Cited 9 times.	2011			1		['Development', ' ', 'of', ' ', 'gold', ' ', 'standard', ' ', 'ion', '-', 'selective', ' ', 'electrode', '-', 'based', ' ', 'methods', ' ', 'for', ' ', 'fluoride', ' ', 'analysis']	2554.0
5825	5825	5825	6049	Liquidity and capital structure: The case of Thailand	Udomsirikul, P., Jumreornvong, S., Jiraporn, P.	(2011) Journal of Multinational Financial Management, 21 (2), pp. 106-117. 	2011			1		['Liquidity', ' ', 'and', ' ', 'capital', ' ', 'structure', ':', ' ', 'The', ' ', 'case', ' ', 'of', ' ', 'Thailand']	2554.0
5826	5826	5826	6050	Hybrid & El Tor variant biotypes of Vibrio cholerae O1 in Thailand	Na-Ubol, M., Srimanote, P., Chongsa-Nguan, M., Indrawattana, N., Sookrung, N., Tapchaisri, P., Yamazaki, S., Bodhidatta, L., Eampokalap, B., Kurazono, H., Hayashi, H., Nair, G.B., Takeda, Y., Chaicumpa, W.	(2011) Indian Journal of Medical Research, 133 (4), pp. 387-394. Cited 6 times.	2011			1		['Hybrid', ' ', '&', ' ', 'El', ' ', 'Tor', ' ', 'variant', ' ', 'biotypes', ' ', 'of', ' ', 'Vibrio', ' ', 'cholerae', ' ', 'O', '1', ' ', 'in', ' ', 'Thailand']	2554.0
5827	5827	5827	6051	Global asset prices and FOMC announcements	Hausman, J., Wongswan, J.	(2011) Journal of International Money and Finance, 30 (3), pp. 547-571. Cited 6 times.	2011			1		['Global', ' ', 'asset', ' ', 'prices', ' ', 'and', ' ', 'FOMC', ' announcements']	2554.0
5828	5828	5828	6052	Power flow initialisation of dynamic studies with induction motor loads	Aree, P., Acha, E.	(2011) IET Generation, Transmission and Distribution, 5 (4), pp. 417-424. Cited 1 time.	2011			1		['Power', ' ', 'flow', ' ', 'initialisation', ' ', 'of', ' ', 'dynamic', ' ', 'studies', ' ', 'with', ' ', 'induction', ' ', 'motor', ' ', 'loads']	2554.0
5829	5829	5829	6053	Selecting logistics providers in Thailand: A shippers' perspective	Banomyong, R., Supatn, N.	(2011) European Journal of Marketing, 45 (3), pp. 419-437. Cited 2 times.	2011			1		"['Selecting', ' ', 'logistics', ' ', 'providers', ' ', 'in', ' ', 'Thailand', ':', ' ', 'A', ' ', 'shippers', ""'"", ' ', 'perspective']"	2554.0
5830	5830	5830	6054	Computed tomography characteristics of hepatic and splenic abscesses associated with melioidosis: A 7-year study	Apisarnthanarak, P., Thairatananon, A., Muangsomboon, K., Lu, D.S.K., Mundy, L.M., Apisarnthanarak, A.	(2011) Journal of Medical Imaging and Radiation Oncology, 55 (2), pp. 176-182. 	2011			1		['Computed', ' ', 'tomography', ' ', 'characteristics', ' ', 'of', ' ', 'hepatic', ' ', 'and', ' ', 'splenic', ' ', 'abscesses', ' ', 'associated', ' ', 'with', ' ', 'melioidosis', ':', ' ', 'A', ' ', '7', '-', 'year', ' ', 'study']	2554.0
5831	5831	5831	6055	The moderating effects of technological and demand uncertainties on the relationship between supply chain integration and customer delivery performance	Boon-itt, S., Wong, C.Y.	(2011) International Journal of Physical Distribution and Logistics Management, 41 (3), pp. 253-276. Cited 3 times.	2011			1		['The', ' ', 'moderating', ' ', 'effects', ' ', 'of', ' ', 'technological', ' ', 'and', ' ', 'demand', ' ', 'uncertainties', ' ', 'on', ' ', 'the', ' ', 'relationship', ' ', 'between', ' ', 'supply', ' ', 'chain', ' ', 'integration', ' ', 'and', ' ', 'customer', ' ', 'delivery', ' ', 'performance']	2554.0
5832	5832	5832	6056	Performance of photocatalytic lamps on reduction of culturable airborne microorganism concentration	Chuaybamroong, P., Thunyasirinon, C., Supothina, S., Sribenjalux, P., Wu, C.-Y.	(2011) Chemosphere, 83 (5), pp. 730-735. Cited 3 times.	2011			1		['Performance', ' ', 'of', ' ', 'photocatalytic', ' ', 'lamps', ' ', 'on', ' ', 'reduction', ' ', 'of', ' ', 'culturable', ' ', 'airborne', ' ', 'microorganism', ' ', 'concentration']	2554.0
5833	5833	5833	6057	Pellet injection into H-mode ITER plasma with the presence of internal transport barriers	Leekhaphan, P., Onjun, T.	(2011) Plasma Physics Reports, 37 (4), pp. 321-337. Cited 3 times.	2011			1		['Pellet', ' ', 'injection', ' ', 'into', ' ', 'H', '-', 'mode', ' ', 'ITER', ' ', 'plasma', ' ', 'with', ' ', 'the', ' ', 'presence', ' ', 'of', ' ', 'internal', ' ', 'transport', ' ', 'barriers']	2554.0
5834	5834	5834	6058	Knowledge management process and organizational performance in SMEs	Supyuenyong, V., Swierczek, F.W.	(2011) International Journal of Knowledge Management, 7 (2), pp. 1-21. Cited 1 time.	2011			1		['Knowledge', ' ', 'management', ' ', 'process', ' ', 'and', ' ', 'organizational', ' ', 'performance', ' ', 'in', ' ', 'SMEs']	2554.0
5835	5835	5835	6059	Effects of operating conditions and fuel properties on emission performance and combustion efficiency of a swirling fluidized-bed combustor fired with a biomass fuel	Kuprianov, V.I., Kaewklum, R., Chakritthakul, S.	(2011) Energy, 36 (4), pp. 2038-2048. Cited 6 times.	2011			1		['Effects', ' ', 'of', ' ', 'operating', ' ', 'conditions', ' ', 'and', ' ', 'fuel', ' ', 'properties', ' ', 'on', ' ', 'emission', ' ', 'performance', ' ', 'and', ' ', 'combustion', ' ', 'efficiency', ' ', 'of', ' ', 'a', ' ', 'swirling', ' ', 'fluidized', '-', 'bed', ' ', 'combustor', ' ', 'fired', ' ', 'with', ' ', 'a', ' ', 'biomass', ' ', 'fuel']	2554.0
5836	5836	5836	6060	Gastrointestinal selective capacity of doripenem, meropenem, and imipenem for carbapenem-resistant gram-negative bacilli in treated patients with pneumonia	Apisarnthanarak, A., Kiratisin, P., Apisarnthanarak, P., Mundy, L.M.	(2011) Infection Control and Hospital Epidemiology, 32 (4), pp. 410-411. 	2011			1		['Gastrointestinal', ' ', 'selective', ' ', 'capacity', ' ', 'of', ' ', 'doripenem', ',', ' ', 'meropenem', ',', ' ', 'and', ' ', 'imipenem', ' ', 'for', ' ', 'carbapenem', '-', 'resistant', ' ', 'gram', '-', 'negative', ' ', 'bacilli', ' ', 'in', ' ', 'treated', ' ', 'patients', ' ', 'with', ' ', 'pneumonia']	2554.0
5837	5837	5837	6061	Implementation of SU-MIMO and MU-MIMO GTD-system under imperfect CSI knowledge	Kanjanavirojkul, P., Keeratishananond, K., Suksompong, P.	(2011) World Academy of Science, Engineering and Technology, 76, pp. 473-477. 	2011			1		['Implementation', ' ', 'of', ' ', 'SU', '-', 'MIMO', ' ', 'and ', 'MU', '-', 'MIMO ', 'GTD', '-', 'system', ' ', 'under', ' ', 'imperfect', ' ', 'CSI', ' ', 'knowledge']	2554.0
5838	5838	5838	6062	Microwave heating of saturated packed bed using a rectangular waveguide (TE10 mode): Influence of particle size, sample dimension, frequency, and placement inside the guide	Klinbun, W., Rattanadecho, P., Pakdee, W.	(2011) International Journal of Heat and Mass Transfer, 54 (9-10), pp. 1763-1774. Cited 5 times.	2011			1		['Microwave', ' ', 'heating', ' ', 'of', ' ', 'saturated', ' ', 'packed', ' ', 'bed', ' ', 'using', ' ', 'a', ' ', 'rectangular', ' ', 'waveguide', ' ', '(', 'TE10', ' ', 'mode', ')', ':', ' ', 'Influence', ' ', 'of', ' ', 'particle', ' ', 'size', ',', ' ', 'sample', ' ', 'dimension', ',', ' ', 'frequency', ',', ' ', 'and', ' ', 'placement', ' ', 'inside', ' ', 'the', ' ', 'guide']	2554.0
5839	5839	5839	6063	Numerical analysis of microwave melting of ice-saturated porous medium filled in a rectangular waveguide with resonator using a combined transfinite interpolation and PDE methods	Chaiyo, K., Rattanadecho, P.	(2011) International Journal of Heat and Mass Transfer, 54 (9-10), pp. 2043-2055. Cited 3 times.	2011			1		['Numerical', ' ', 'analysis', ' ', 'of', ' ', 'microwave', ' ', 'melting', ' ', 'of', ' ', 'ice', '-', 'saturated', ' ', 'porous', ' ', 'medium', ' ', 'filled', ' ', 'in', ' ', 'a', ' ', 'rectangular', ' ', 'waveguide', ' ', 'with', ' ', 'resonator', ' ', 'using', ' ', 'a', ' ', 'combined', ' ', 'transfinite', ' ', 'interpolation', ' ', 'and', ' ', 'PDE', ' ', 'methods']	2554.0
5840	5840	5840	6064	Many-sources large deviations for max-weight scheduling	Subramanian, V.G., Javidi, T., Kittipiyakul, S.	(2011) IEEE Transactions on Information Theory, 57 (4), art. no. 5730601, pp. 2151-2168. 	2011			1		['Many', '-', 'sources', ' ', 'large', ' ', 'deviations', ' ', 'for', ' ', 'max', '-', 'weight', ' ', 'scheduling']	2554.0
5841	5841	5841	6065	CagA genotype and metronidazole resistant strain of Helicobacter pylori in functional dyspepsia in Thailand	Vilaichone, R.-K., Mahacahai, V., Tumwasorn, S., Kachintorn, U.	(2011) Journal of Gastroenterology and Hepatology, 26 (SUPPL. 3), pp. 46-48. Cited 2 times.	2011			1		['CagA', ' ', 'genotype', ' ', 'and', ' ', 'metronidazole', ' ', 'resistant', ' ', 'strain', ' ', 'of', ' ', 'Helicobacter', ' ', 'pylori', ' ', 'in', ' ', 'functional', ' ', 'dyspepsia', ' in', ' ', 'Thailand']	2554.0
5842	5842	5842	6066	Numerical modelling of diesel spray auto-ignition and combustion	Dhuchakallaya, I., Watkins, A.P.	(2011) International Journal of Engine Research, 12 (2), pp. 169-180. Cited 2 times.	2011			1		['Numerical', ' ', 'modelling', ' ', 'of', ' ', 'diesel', ' ', 'spray', ' ', 'auto', '-', 'ignition', ' ', 'and', ' ', 'combustion']	2554.0
5843	5843	5843	6067	Diazido-bis-(5,5?-dimethyl-2,2?-bipyridyl-K2 N,N?)cobalt(II) monohydrate	Phatchimkun, J., Chaichit, N.	(2011) Acta Crystallographica Section E: Structure Reports Online, 67 (4), pp. m516-m517. Cited 1 time.	2011			1		['Diazido', '-', 'bis', '-', '(', '5', ',', '5', '?', '-', 'dimethyl', '-', '2', ',', '2', '?', '-', 'bipyridyl', '-', 'K2 ', 'N', ',', 'N', '?', ')', 'cobalt', '(', 'II', ')', ' ', 'monohydrate']	2554.0
5844	5844	5844	6068	Innovation policies in Thailand: Towards a system of innovation approach?	Intarakumnerd, P., Chaminade, C.	(2011) Asia Pacific Business Review, 17 (2), pp. 241-256. Cited 1 time.	2011			1		['Innovation', ' ', 'policies', ' ', 'in', ' ', 'Thailand', ':', ' ', 'Towards', ' ', 'a', ' ', 'system', ' ', 'of', ' ', 'innovation', ' ', 'approach', '?']	2554.0
5845	5845	5845	6069	Human trafficking between Thailand and Japan: Lessons in recruitment, transit and control	Jones, L., Engstrom, D., Hilliard, P., Sungakawan, D.	(2011) International Journal of Social Welfare, 20 (2), pp. 203-211. 	2011			1		['Human', ' ', 'trafficking', ' ', 'between', ' ', 'Thailand', ' ', 'and', ' ', 'Japan', ':', ' ', 'Lessons', ' ', 'in', ' ', 'recruitment', ',', ' ', 'transit', ' ', 'and', ' ', 'control']	2554.0
5846	5846	5846	6070	Measuring e-excise tax success factors: Applying the DeLone & McLean information systems success model	Khayun, V., Ractham, P.	(2011) Proceedings of the Annual Hawaii International Conference on System Sciences, art. no. 5718634, . 	2011			1		['Measuring', ' ', 'e', '-', 'excise', ' ', 'tax', ' ', 'success', ' ', 'factors', ':', ' ', 'Applying', ' ', 'the', ' ', 'DeLone', ' ', '&', ' ', 'McLean ', 'information', ' ', 'systems', ' ', 'success', ' ', 'model']	2554.0
5847	5847	5847	6071	Using social networking technology to enhance learning in higher education: A case study using facebook	Ractham, P., Firpo, D.	(2011) Proceedings of the Annual Hawaii International Conference on System Sciences, art. no. 5718494, . 	2011			1		['Using', ' ', 'social', ' ', 'networking', ' ', 'technology', ' ', 'to', ' ', 'enhance', ' ', 'learning', ' ', 'in', ' ', 'higher', ' ', 'education', ':', ' ', 'A', ' ', 'case', ' ', 'study', ' ', 'using', ' ', 'facebook']	2554.0
5848	5848	5848	6072	METEOR: Medical tutor employing ontology for robustness	Kazi, H., Haddawy, P., Suebnukarn, S.	(2011) International Conference on Intelligent User Interfaces, Proceedings IUI, pp. 247-256. 	2011			1		['METEOR', ':', ' ', 'Medical', ' ', 'tutor', ' ', 'employing', ' ', 'ontology', ' ', 'for', ' ', 'robustness']	2554.0
5849	5849	5849	6073	Generalization of the simplest autonomous chaotic system	Munmuangsaen, B., Srisuchinwong, B., Sprott, J.C.	(2011) Physics Letters, Section A: General, Atomic and Solid State Physics, 375 (12), pp. 1445-1450. Cited 5 times.	2011			1		['Generalization', ' ', 'of', ' ', 'the', ' ', 'simplest', ' ', 'autonomous', ' ', 'chaotic', ' ', 'system']	2554.0
5850	5850	5850	6074	A condition number analysis of an algorithm for solving a system of polynomial equations with one degree of freedom	Srijuntongsiri, G., Vavasis, S.A.	(2011) SIAM Journal on Scientific Computing, 33 (1), pp. 433-454. 	2011			1		['A', ' ', 'condition', ' ', 'number', ' ', 'analysis', ' ', 'of', ' ', 'an', ' ', 'algorithm', ' ', 'for', ' ', 'solving', ' ', 'a', ' ', 'system', ' ', 'of', ' ', 'polynomial', ' ', 'equations', ' ', 'with', ' ', 'one', ' ', 'degree', ' ', 'of', ' ', 'freedom']	2554.0
5851	5851	5851	6075	A note on the exponential inequality for a class of dependent random variables	Sung, S.H., Srisuradetchai, P., Volodin, A.	(2011) Journal of the Korean Statistical Society, 40 (1), pp. 109-114. Cited 2 times.	2011			1		['A', ' ', 'note', ' ', 'on', ' ', 'the', ' ', 'exponential', ' ', 'inequality', ' ', 'for', ' ', 'a', ' ', 'class', ' ', 'of', ' ', 'dependent', ' ', 'random', ' ', 'variables']	2554.0
5852	5852	5852	6076	Detecting and classifying mutations in genetic code with an application to ?-thalassaemia	Sunthornwat, R., Moore, E.J., Temtanapat, Y.	(2011) ScienceAsia, 37 (1), pp. 51-61. Cited 1 time.	2011			1		['Detecting', ' ', 'and', ' ', 'classifying', ' ', 'mutations', ' ', 'in', ' ', 'genetic', ' ', 'code', ' ', 'with', ' ', 'an', ' ', 'application', ' ', 'to', ' ', '?', '-', 'thalassaemia']	2554.0
5853	5853	5853	6077	Tension stiffening effect and bonding characteristics of chemically prestressed concrete under tension	Sahamitmongkol, R., Kishi, T.	(2011) Materials and Structures/Materiaux et Constructions, 44 (2), pp. 455-474. 	2011			1		['Tension', ' ', 'stiffening', ' ', 'effect', ' ', 'and', ' ', 'bonding', ' ', 'characteristics', ' ', 'of', ' ', 'chemically', ' ', 'prestressed', ' ', 'concrete', ' ', 'under', ' ', 'tension']	2554.0
5854	5854	5854	6078	Malaria prevention and control in Bhutan: Successes and challenges	Tobgay, T., Torres, C.E., Na-Bangchang, K.	(2011) Acta Tropica, 117 (3), pp. 225-228. Cited 2 times.	2011			1		['Malaria', ' ', 'prevention', ' ', 'and', ' ', 'control', ' ', 'in', ' ', 'Bhutan', ':', ' ', 'Successes', ' ', 'and', ' ', 'challenges']	2554.0
5855	5855	5855	6079	Extracting semantic frames from thai medical-symptom unstructured text with unknown target-phrase boundaries	Intarapaiboon, P., Nantajeewarawat, E., Theeramunkong, T.	(2011) IEICE Transactions on Information and Systems, E94-D (3), pp. 465-478. 	2011			1		['Extracting', ' ', 'semantic', ' ', 'frames', ' ', 'from', ' ', 'thai', ' ', 'medical', '-', 'symptom', ' ', 'unstructured', ' ', 'text', ' ', 'with', ' ', 'unknown', ' ', 'target', '-', 'phrase', ' ', 'boundaries']	2554.0
5856	5856	5856	6080	Extracting chemical reactions from thai text for semantics-based information retrieval	Intarapaiboon, P., Nantajeewarawat, E., Theeramunkong, T.	(2011) IEICE Transactions on Information and Systems, E94-D (3), pp. 479-486. 	2011			1		['Extracting', ' ', 'chemical', ' ', 'reactions', ' ', 'from', ' ', 'thai', ' ', 'text', ' ', 'for', ' ', 'semantics', '-', 'based', ' ', 'information', ' ', 'retrieval']	2554.0
5857	5857	5857	6081	Algebraic decoder of multidimensional convolutional code: Constructive algorithms for determining syndrome decoder and decoder matrix based on Gr?bner basis	Jangisarakul, P., Charoenlarpnopparut, C.	(2011) Multidimensional Systems and Signal Processing, 22 (1-3), pp. 67-81. Cited 1 time.	2011			1		['Algebraic', ' ', 'decoder', ' ', 'of', ' ', 'multidimensional', ' ', 'convolutional', ' ', 'code', ':', ' ', 'Constructive', ' ', 'algorithms', ' ', 'for', ' ', 'determining', ' ', 'syndrome', ' ', 'decoder', ' ', 'and', ' ', 'decoder', ' ', 'matrix', ' ', 'based', ' ', 'on', ' ', 'Gr', '?', 'bner', ' ', 'basis']	2554.0
5858	5858	5858	6082	Heroin brachial plexopathy	Kulkantrakorn, K.	(2011) Neurology Asia, 16 (1), pp. 85-87. 	2011			1		['Heroin', ' ', 'brachial', ' ', 'plexopathy']	2554.0
5859	5859	5859	6083	Endogenous BMPR-IB signaling is required for early osteoblast differentiation of human bone cells	Singhatanadgit, W., Olsen, I.	(2011) In Vitro Cellular and Developmental Biology - Animal, 47 (3), pp. 251-259. Cited 2 times.	2011			1		['Endogenous', ' ', 'BMPR', '-IB', ' ', 'signaling', ' ', 'is', ' ', 'required', ' ', 'for', ' ', 'early', ' ', 'osteoblast', ' ', 'differentiation', ' ', 'of', ' ', 'human', ' ', 'bone', ' ', 'cells']	2554.0
5860	5860	5860	6084	Effects of drying methods on assay and antioxidant activity of xanthones in mangosteen rind	Suvarnakuta, P., Chaweerungrat, C., Devahastin, S.	(2011) Food Chemistry, 125 (1), pp. 240-247. Cited 9 times.	2011			1		['Effects', ' ', 'of', ' ', 'drying', ' ', 'methods', ' ', 'on', ' ', 'assay', ' ', 'and', ' ', 'antioxidant', ' ', 'activity', ' ', 'of', ' ', 'xanthones', ' ', 'in', ' ', 'mangosteen', ' ', 'rind']	2554.0
5861	5861	5861	6085	Optimization of rotations for six-axis machining	Mudcharoen, A., Makhanov, S.S.	(2011) International Journal of Advanced Manufacturing Technology, 53 (5-8), pp. 435-451. 	2011			1		['Optimization', ' ', 'of', ' ', 'rotations', ' ', 'for', ' ', 'six', '-', 'axis', ' ', 'machining']	2554.0
5862	5862	5862	6086	M-banking in metropolitan bangkok and a comparison with other countries	Sripalawat, J., Thongmak, M., Ngramyarn, A.	(2011) Journal of Computer Information Systems, 51 (3), pp. 67-76. Cited 2 times.	2011			1		['M', '-', 'banking', ' ', 'in', ' ', 'metropolitan', ' ', 'bangkok', ' ', 'and', ' ', 'a', ' ', 'comparison', ' ', 'with', ' ', 'other', ' ', 'countries']	2554.0
5863	5863	5863	6087	Adult and juvenile Fasciola cathepsin L proteases: Different enzymes for different roles	Norbury, L.J., Beckham, S., Pike, R.N., Grams, R., Spithill, T.W., Fecondo, J.V., Smooker, P.M.	(2011) Biochimie, 93 (3), pp. 604-611. Cited 4 times.	2011			1		['Adult', ' ', 'and', ' ', 'juvenile', ' ', 'Fasciola', ' cathepsin', ' L', ' ', 'proteases', ':', ' ', 'Different', ' ', 'enzymes', ' ', 'for', ' ', 'different', ' ', 'roles']	2554.0
5864	5864	5864	6088	Evaluation of Rapid Diagnostics for Plasmodium falciparum and P. vivax in Mae Sot Malaria Endemic Area, Thailand	Chaijaroenkul, W., Wongchai, T., Ruangweerayut, R., Na-Bangchang, K.	(2011) Korean Journal of Parasitology, 49 (1), pp. 33-38. 	2011			1		['Evaluation', ' ', 'of', ' ', 'Rapid', ' ', 'Diagnostics', ' ', 'for', ' ', 'Plasmodium falciparum', ' ', 'and', ' ', 'P.', ' ', 'vivax', ' ', 'in', ' ', 'Mae', ' ', 'Sot', ' ', 'Malaria Endemic', ' ', 'Area', ',', ' ', 'Thailand']	2554.0
5865	5865	5865	6089	Genetic characterization of Echinostoma revolutum and Echinoparyphium recurvatum (trematoda: Echinostomatidae) in Thailand and phylogenetic relationships with other isolates inferred by ITS1 sequence	Saijuntha, W., Tantrawatpan, C., Sithithaworn, P., Andrews, R.H., Petney, T.N.	(2011) Parasitology Research, 108 (3), pp. 751-755. Cited 2 times.	2011			1		['Genetic', ' ', 'characterization', ' ', 'of', ' ', 'Echinostoma revolutum', ' ', 'and', ' ', 'Echinoparyphium recurvatum', ' ', '(', 'trematoda', ':', ' ', 'Echinostomatidae', ')', ' ', 'in', ' ', 'Thailand', ' ', 'and', ' ', 'phylogenetic', ' ', 'relationships', ' ', 'with', ' ', 'other', ' ', 'isolates', ' ', 'inferred', ' ', 'by', ' ', 'ITS', '1', ' ', 'sequence']	2554.0
5866	5866	5866	6090	Low vs standard dose of recombinant tissue plasminogen activator in treating East Asian patients with acute ischemic stroke	Dharmasaroja, P.A., Pattaraarchachai, J.	(2011) Neurology India, 59 (2), pp. 180-184. 	2011			1		['Low', ' ', 'vs', ' ', 'standard', ' ', 'dose', ' ', 'of', ' ', 'recombinant', ' ', 'tissue', ' ', 'plasminogen', ' ', 'activator', ' ', 'in', ' ', 'treating', ' ', 'East', ' ', 'Asian', ' ', 'patients', ' ', 'with', ' ', 'acute', ' ', 'ischemic', ' ', 'stroke']	2554.0
5867	5867	5867	6091	Two models of research technology organisations in Asia	Intarakumnerd, P.	(2011) Science, Technology and Society, 16 (1), pp. 11-28. Cited 2 times.	2011			1		['Two', ' ', 'models', ' ', 'of', ' ', 'research', ' ', 'technology', ' ', 'organisations', ' ', 'in', ' ', 'Asia']	2554.0
