	Unnamed: 0	id	name	year	start_date	end_date	status	title	first_name	last_name	granter	tokenized_title
1474	1474	1496	อบรมหลักสูตร ผู้จัดการศูนย์ธุรกิจสินเชื่อ สนจ รุ่นที่ 3 	2556	13/11/2012	30/11/2012	ปิดโครงการ	อาจารย์ ดร. 	นพพร	เรืองวานิช 	ธนาคารเพื่อการเกษตรและสหกรณ์การเกษตร	['อบรม', 'หลักสูตร', ' ', 'ผู้', 'จัดการ', 'ศูนย์ธุรกิจสินเชื่อ', ' ', 'สนจ', ' ', 'รุ่น', 'ที่', ' ', '3', '\xa0']
1475	1475	1497	สัมมนาหลักสูตร การพัฒนาบุคลากรด้านกฎหมายเพื่อรองรับประชาคมอาเซียน 	2556	21/12/2012	23/12/2012	ปิดโครงการ	รองศาสตราจารย์ ดร.	ไตรรัตน์ 	 โภคพลากรณ์ 	กรมสรรพสามิต	['สัมมนา', 'หลักสูตร', ' ', 'การ', 'พัฒนา', 'บุคลากร', 'ด้าน', 'กฎหมาย', 'เพื่อ', 'รองรับ', 'ประชาคมอาเซียน', '\xa0']
1476	1476	1498	อนุรักษ์และพัฒนาเมืองเก่า : กำหนดขอบเขตพื้นที่เมืองเก่ากลุ่มที่ 2 ลำดับที่ 2(เมืองเก่าเชียงราย เมืองเก่าสุพรรณบุรี เมืองเก่าระยอง เมืองเก่าบุรีรัมย์ และเมืองเก่าตะกั่วป่า) 	2556	12/12/2012	9/7/2013	ปิดโครงการ	รองศาสตราจารย์	 โรจน์ 	คุณเอนก 	สำนักงานนโยบายและแผนทรัพยากรธรรมชาติและสิ่งแวดล้อม	['อนุรักษ์', 'และ', 'พัฒนา', 'เมือง', 'เก่า', ' ', ':', ' ', 'กำหนด', 'ขอบเขต', 'พื้นที่', 'เมือง', 'เก่า', 'กลุ่ม', 'ที่', ' ', '2', ' ', 'ลำดับ', 'ที่', ' ', '2', '(', 'เมือง', 'เก่าเชียงราย', ' ', 'เมืองเก่า', 'สุพรรณบุรี', ' ', 'เมืองเก่าระยอง', ' ', 'เมืองเก่า', 'บุรีรัมย์', ' ', 'และ', 'เมือง', 'เก่า', 'ตะกั่ว', 'ป่า', ')', '\xa0']
1477	1477	1499	ศึกษาการจ้างประยุกต์ใช้เทคโนโลยีCAEในประเทศไทย ศูนย์บริการปรึกษาการออกแบบและวิศวกรรม 	2556	9/11/2012	6/2/2013	ปิดโครงการ	รองศาสตราจารย์ ดร. 	 วิโรจน์ 	ลิ่มตระการ 	ศูนย์บริการปรึกษาการออกแบบและวิศวกรรม สำนักงานพัฒนาวิทยาศาสตร์และเทคโนโลยีแห่งชาติ	['ศึกษา', 'การ', 'จ้าง', 'ประยุกต์', 'ใช้', 'เทคโนโลยี', 'CAE', 'ใน', 'ประเทศไทย', ' ', 'ศูนย์บริการปรึกษาการ', 'ออก', 'แบบ', 'และ', 'วิศวกรรม', '\xa0']
1478	1478	1500	ฝึกอบรมพนักงาน หลักสูตร การให้บริการที่ประทับใจ 	2556	29/10/2012	31/10/2012	ปิดโครงการ	ผู้ช่วยศาสตราจารย์ ดร.	 สรายุทธ์	 นาทะพันธ์ 	สำนักงานกองทุนสงเคราะห์การทำสวนยาง	['ฝึกอบรม', 'พนักงาน', ' ', 'หลักสูตร', ' ', 'การ', 'ให้', 'บริการ', 'ที่', 'ประทับใจ', '\xa0']
1479	1479	1501	แนวร่วมดูแลคูคลอง “รวมแรงไทย รักษาน้ำใสทุกคูคลอง”(ระยะที่ 2 ในเขตพื้นที่กรุงเทพฯ และปริมณฑล จำนวน 100 คูคลอง) 	2556	21/11/2012	18/07/2013	ปิดโครงการ	ผู้ช่วยศาสตราจารย์ ดร. 	นพพร 	ลีปรีชานนท์ 	สำนักงานปลัดกระทรวงการคลัง	['แนว', 'ร่วม', 'ดูแล', 'คู', 'คลอง', ' ', '“', 'รวมแรง', 'ไทย', ' ', 'รักษา', 'น้ำใส', 'ทุก', 'คูคลอง', '”', '(', 'ระยะ', 'ที่', ' ', '2', ' ', 'ใน', 'เขต', 'พื้นที่', 'กรุงเทพฯ', ' ', 'และ', 'ปริมณฑล', ' ', 'จำนวน', ' ', '100', ' ', 'คูคลอง', ')', '\xa0']
1480	1480	1502	การตรวจสอบและประเมินสมรรถนะโครงสร้างและการใช้งานของระบบกระจกรอบอาคาร 	2556	30/10/2012	8/11/2012	ปิดโครงการ	รองศาสตราจารย์ ดร. 	 วิโรจน์ 	 บุญญภิญโญ 	บริษัท KASKAL จำกัด	['การ', 'ตรวจสอบ', 'และ', 'ประเมิน', 'สมรรถนะ', 'โครงสร้าง', 'และ', 'การ', 'ใช้', 'งาน', 'ของ', 'ระบบ', 'กระจก', 'รอบ', 'อาคาร', '\xa0']
1481	1481	1503	สำรวจความคิดเห็นในการใช้ไปรษณีย์นิเทศ พ.ศ. 2553 โดยการจัดประชุมรับฟังความคิดเห็น  	2556	7/2/2013	25/03/2013	ปิดโครงการ	รองศาสตราจารย์ 	 พัชรา 	 พัชราวนิช 	กระทรวงเทคโนโลยีสารสนเทศและการสื่อสาร	['สำรวจ', 'ความ', 'คิดเห็น', 'ใน', 'การ', 'ใช้', 'ไปรษณีย์นิเทศ', ' ', 'พ.ศ.', ' ', '2553', ' ', 'โดย', 'การ', 'จัด', 'ประชุม', 'รับฟัง', 'ความ', 'คิดเห็น', ' ', '\xa0']
1482	1482	1504	ศึกษาและพัฒนา Customer Centricity สำหรับธนาคารไทยพาณิชย์ รุ่นที่ 2 - 4 	2556	2/10/2012	30/11/2012	ปิดโครงการ	อาจารย์ ดร.	 นพพร 	 เรืองวานิช 	ธนาคารไทยพาณิชย์ จำกัด (มหาชน)	['ศึกษาและ', 'พัฒนา', ' ', 'Customer', ' ', 'Centricity', ' ', 'สำหรับ', 'ธนาคารไทยพาณิชย์', ' ', 'รุ่น', 'ที่', ' ', '2', ' ', '-', ' ', '4', '\xa0']
1483	1483	1505	ฝึกอบรมหลักสูตร Professional Leadership for Women Government Officials (ผู้นำระดับมืออาชีพสำหรับผู้หญิงข้าราชการ) 	2556	28/01/2013	16/02/2013	ปิดโครงการ	รองศาสตราจารย์ ดร. 	 นิรมล 	 สุธรรมกิจ 	สำนักงานความร่วมมือเพื่อการพัฒนาระหว่างประเทศ	['ฝึกอบรม', 'หลักสูตร', ' ', 'Professional', ' ', 'Leadership for', ' Women', ' ', 'Government', ' ', 'Officials', ' ', '(', 'ผู้', 'นำ', 'ระดับ', 'มือ', 'อาชีพ', 'สำหรับ', 'ผู้', 'หญิง', 'ข้า', 'ราชการ', ')', '\xa0']
1484	1484	1506	ที่ปรึกษาเพื่อขับเคลื่อนการจัดทำแผนธุรกิจหลัก 	2556	27/12/2012	10/4/2013	ปิดโครงการ	ผู้ช่วยศาสตราจารย์ ดร. 	 สรายุทธ์	 นาทะพันธ์ 	ธนาคารเพื่อการเกษตรและสหกรณ์การเกษตร	['ที่ปรึกษา', 'เพื่อ', 'ขับเคลื่อน', 'การ', 'จัดทำ', 'แผน', 'ธุรกิจ', 'หลัก', '\xa0']
1485	1485	1507	จ้างที่ปรึกษาเพื่อปฏิบัติงานประชาสัมพันธ์ในต่างประเทศประจำปี 2556  	2556	12/12/2012	30/09/2013	ปิดโครงการ	รองศาสตราจารย์ 	 วิทวัส	 รุ่งเรืองผล 	สำนักงานคณะกรรมการส่งเสริมการลงทุน	['จ้าง', 'ที่ปรึกษา', 'เพื่อ', 'ปฏิบัติ', 'งาน', 'ประชาสัมพันธ์', 'ใน', 'ต่าง', 'ประเทศ', 'ประจำ', 'ปี', ' ', '2556', ' ', '\xa0']
1486	1486	1508	Training Roadmap for Core and Managerial Competencies for Banking Dynamic Environments (การพัฒนาผู้บริหารระดับ 10 (Core Competency) รุ่นที่ 4 -6) 	2556	14/03/2013	31/03/2013	ปิดโครงการ	อาจารย์ ดร. 	 นพพร 	 เรืองวานิช 	ธนาคารเพื่อการเกษตรและสหกรณ์การเกษตร	['Training', ' ', 'Roadmap', ' ', 'for', ' ', 'Core', ' ', 'and', ' ', 'Managerial', ' ', 'Competencies', ' ', 'for', ' ', 'Banking', ' ', 'Dynamic', ' ', 'Environments', ' ', '(', 'การ', 'พัฒนา', 'ผู้', 'บริหาร', 'ระดับ', ' ', '10', ' ', '(', 'Core ', 'Competency', ')', ' ', 'รุ่น', 'ที่', ' ', '4', ' ', '-', '6', ')', '\xa0']
1487	1487	1509	การจัดทำระบบประเมินมาตรฐานสมรรถนะของบุคลากรด้านการกีฬา 	2556	8/2/2013	3/2/2014	ปิดโครงการ	รองศาสตราจารย์ ดร. 	 อาณัติ 	 ลีมัคเดช 	กรมพลศึกษา	['การ', 'จัดทำ', 'ระบบ', 'ประเมิน', 'มาตรฐาน', 'สมรรถนะ', 'ของ', 'บุคลากร', 'ด้าน', 'การ', 'กีฬา', '\xa0']
1488	1488	1510	ที่ปรึกษาประเมินผลโครงการประชาสัมพันธ์เพื่อส่งเสริมการอนุรักษ์พลังงาน ปี 2554 ส่วนงานที่ 1  	2556	26/12/2012	21/10/2013	ปิดโครงการ	รองศาสตราจารย์ ดร. 	 พรทิพย์ 	 พิมลสินธุ์ 	สำนักงานนโยบายและแผนพลังงาน	['ที่ปรึกษา', 'ประเมิน', 'ผล', 'โครงการ', 'ประชาสัมพันธ์', 'เพื่อ', 'ส่งเสริม', 'การอนุรักษ์', 'พลังงาน', ' ', 'ปี', ' ', '2554', ' ', 'ส่วน', 'งาน', 'ที่', ' ', '1', ' ', '\xa0']
1489	1489	1511	ศึกษาเชิงเปรียบเทียบเพื่่อพัฒนาคุณภาพการบริหารจัดการภาครัฐเพื่อรองรับการเข้าสู่ประชาคมเศรษฐกิจอาเซียน 	2556	16/11/2012	1/12/2012	ปิดโครงการ	รองศาสตราจารย์ ดร. 	ไตรรัตน์ 	 โภคพลากรณ์ 	กรมสรรพสามิต	['ศึกษา', 'เชิง', 'เปรียบเทียบ', 'เพื่่อพัฒนา', 'คุณภาพ', 'การ', 'บริหารจัดการ', 'ภาค', 'รัฐ', 'เพื่อ', 'รองรับ', 'การ', 'เข้า', 'สู่', 'ประชาคม', 'เศรษฐกิจอาเซียน', '\xa0']
1490	1490	1512	บ่มเพาะต้นกล้าอุตสาหกรรม 	2556	31/01/2013	30/09/2013	ปิดโครงการ	ผู้ช่วยศาสตราจารย์ 	 ปาริชาต 	 ชื่นวัฒนกุล 	สำนักพัฒนาผู้ประกอบการ กรมส่งเสริมอุตสาหกรรม	['บ่ม', 'เพาะ', 'ต้น', 'กล้า', 'อุตสาหกรรม', '\xa0']
1491	1491	1514	วิจัยสำรวจการรับรู้ข้อมูล ข่าวสารของกลุ่มเป้าหมาย ในการวางสื่อโฆษณา และเผยแพร่ภารกิจ การไฟฟ้าฝ่ายผลิตแห่งประเทศไทยประจำปี 2555 ทางสถานีโทรทัศน์ช่อง 3, 5, 7, 9 และ 11 (ชุด บทพิสูจน์ 2555) 	2556	15/10/2012	8/1/2013	ปิดโครงการ	ผู้ช่วยศาสตราจารย์ ดร. 	 สมบูรณ์ 	กุลวิเศษชนะ 	บริษัท สตาร์ รีชเชอร์ส กรุ๊ป จำกัด	['วิจัย', 'สำรวจ', 'การ', 'รับ', 'รู้', 'ข้อมูล', ' ', 'ข่าวสาร', 'ของ', 'กลุ่ม', 'เป้าหมาย', ' ', 'ใน', 'การ', 'วาง', 'สื่อ', 'โฆษณา', ' ', 'และ', 'เผยแพร่', 'ภารกิจ', ' ', 'การไฟฟ้าฝ่ายผลิตแห่งประเทศไทย', 'ประจำ', 'ปี', ' ', '2555', ' ', 'ทาง', 'สถานีโทรทัศน์ช่อง', ' 3', ',', ' ', '5', ',', ' ', '7', ',', ' ', '9', ' ', 'และ', ' ', '11', ' ', '(', 'ชุด', ' ', 'บท', 'พิสูจน์', ' ', '2555', ')', '\xa0']
1492	1492	1515	จ้างที่ปรึกษาเพื่อศึกษารวบรวมข้อมูลกรอบการเจรจา ข้อตกลง และสนธิสัญญาระหว่างประเทศที่เกี่ยวข้องกับประเด็นการแพร่ขยายอาวุธที่มีอานุภาพทำลายล้างสูงและการควบคุมการลดอาวุธตามแบบ อาวุธเล็ก อาวุธเบา และอาวุธชนิดอื่นๆ 	2556	15/03/2013	9/12/2013	ปิดโครงการ	อาจารย์ 	 ภิญญ์ 	ศิรประภาศิริ 	สำนักงานสภาความมั่นคงแห่งชาติ	['จ้าง', 'ที่ปรึกษา', 'เพื่อ', 'ศึกษา', 'รวบรวม', 'ข้อมูล', 'กรอบ', 'การ', 'เจรจา', ' ', 'ข้อ', 'ตกลง', ' ', 'และ', 'สนธิสัญญา', 'ระหว่าง', 'ประเทศ', 'ที่', 'เกี่ยวข้อง', 'กับ', 'ประเด็น', 'การ', 'แพร่ขยาย', 'อาวุธ', 'ที่', 'มี', 'อานุภาพ', 'ทำลายล้าง', 'สูง', 'และ', 'การ', 'ควบคุม', 'การ', 'ลด', 'อาวุธ', 'ตาม', 'แบบ', ' ', 'อาวุธ', 'เล็ก', ' ', 'อาวุธ', 'เบา', ' ', 'และ', 'อาวุธ', 'ชนิด', 'อื่น', 'ๆ', '\xa0']
1493	1493	1516	พัฒนาเทคโนโลยีการแพร่ภาพรายการโทรทัศน์เพื่อการศึกษา ผ่านทางอินเตอร์เน็ต เว็บไซต์www.etvthai.tv  	2556	1/1/2013	30/09/2013	ปิดโครงการ	อาจารย์	 ประไพพิศ 	 มุทิตาเจริญ 	สำนักงานส่งเสริมการศึกษานอกระบบและการศึกษาตามอัธยาศัย (กศน.)	['พัฒนา', 'เทคโนโลยี', 'การ', 'แพร่', 'ภาพ', 'รายการ', 'โทรทัศน์', 'เพื่อ', 'การ', 'ศึกษา', ' ', 'ผ่าน', 'ทาง', 'อินเตอร์เน็ต', ' ', 'เว็บไซต์', 'www.etvthai.tv', ' ', '\xa0']
1494	1494	1517	ศึกษาวิเคราะห์ความเหมาะสมและออกแบบโครงการก่อสร้างด่านศุลกากรบ้านพุน้ำร้อน 	2556	26/12/2012	21/09/2013	ปิดโครงการ	รองศาสตราจารย์ ดร.	รุธิร์ 	 พนมยงค์ 	กรมศุลกากร	['ศึกษา', 'วิเคราะห์', 'ความ', 'เหมาะสม', 'และ', 'ออก', 'แบบ', 'โครงการ', 'ก่อสร้าง', 'ด่าน', 'ศุลกากร', 'บ้านพุน้ำร้อน', '\xa0']
1495	1495	1518	อบรมหลักสูตร การพัฒนาระดับหัวหน้าแผนก (Supervisory Development Program (SDP)) และการศึกษาดูงาน ณ ประเทศญี่ปุ่น 	2556	27/11/2012	5/4/2013	ปิดโครงการ	รองศาสตราจารย์ 	สุพานี	สฤษฎ์วานิช 	การรถไฟฟ้าขนส่งมวลชนแห่งประเทศไทย	['อบรม', 'หลักสูตร', ' ', 'การ', 'พัฒนา', 'ระดับ', 'หัวหน้า', 'แผนก', ' ', '(', 'Supervisory', ' ', 'Development', ' Program', ' ', '(', 'SDP', ')', ')', ' ', 'และ', 'การ', 'ศึกษา', 'ดู', 'งาน', ' ', 'ณ', ' ', 'ประเทศญี่ปุ่น', '\xa0']
1496	1496	1519	ANFIS Backend Yield Prediction Model for KPI System  	2556	29/11/2012	25/08/2013	ปิดโครงการ	ผู้ช่วยศาสตราจารย์ ดร.	จาตุรงค์	ตันติบัณฑิต 	บริษัท เวสเทิร์น ดิจิตอล (ประเทศไทย) จำกัด	['ANFIS', ' ', 'Backend', ' ', 'Yield', ' ', 'Prediction', ' ', 'Model', ' ', 'for', ' ', 'KPI', ' ', 'System', ' ', '\xa0']
1497	1497	1520	The study for Implementation of Local Cooperation in Thailand (Project on Enhancing the Capacity on local Public Service Provision Through Local Management Cooperation supported by Provincial Administrative Organization 	2556	12/3/2012	31/12/2012	ปิดโครงการ	ศาสตราจารย์ ดร. 	นครินทร์	 เมฆไตรรัตน์ 	The Japan International Cooperation Agency (JICA)	['The', ' ', 'study', ' ', 'for', ' ', 'Implementation', ' ', 'of', ' ', 'Local', ' ', 'Cooperation', ' ', 'in', ' ', 'Thailand', ' ', '(', 'Project', ' ', 'on', ' ', 'Enhancing', ' ', 'the', ' ', 'Capacity', ' ', 'on', ' ', 'local', ' ', 'Public', ' ', 'Service', ' Provision', ' ', 'Through', ' ', 'Local', ' ', 'Management', ' ', 'Cooperation', ' ', 'supported', ' ', 'by', ' ', 'Provincial', ' ', 'Administrative ', 'Organization', '\xa0']
1498	1498	1521	อบรมหลักสูตร customer centricity for call center สำหรับธนาคารไทยพาณิชย์ 	2556	3/12/2012	27/12/2012	ปิดโครงการ	อาจารย์ ดร.	นพพร 	เรืองวานิช 	ธนาคารไทยพาณิชย์ จำกัด (มหาชน)	['อบรม', 'หลักสูตร', ' ', 'customer', ' ', 'centricity', ' ', 'for', ' ', 'call', ' ', 'center', ' ', 'สำหรับ', 'ธนาคารไทยพาณิชย์', '\xa0']
1499	1499	1522	เตรียมความพร้อมเพื่อรองรับการเข้าสู่ประชาคมอาเซียน (AEC) ต่ออุตสาหกรรมอ้อยและน้ำตาลทรายของไทย และการพัฒนาทรัพยากรบุคคล 	2556	15/01/2013	14/11/2013	ปิดโครงการ	รองศาสตราจารย์ ดร. 	 ไตรรัตน์	โภคพลากรณ์ 	สำนักงานคณะกรรมการอ้อยและน้ำตาลทราย	['เตรียม', 'ความ', 'พร้อม', 'เพื่อ', 'รองรับ', 'การ', 'เข้า', 'สู่', 'ประชาคมอาเซียน', ' ', '(', 'AEC', ')', ' ', 'ต่อ', 'อุตสาหกรรม', 'อ้อย', 'และ', 'น้ำตาล', 'ทราย', 'ของ', 'ไทย', ' ', 'และ', 'การ', 'พัฒนา', 'ทรัพยากร', 'บุคคล', '\xa0']
1500	1500	1523	พัฒนาการตลาดบุหรี่ตราใหม่: การวางจำหน่ายบุหรี่ตราCONNEX 	2556	26/12/2012	25/05/2013	ปิดโครงการ	รองศาสตราจารย์ 	 พัชรา	 พัชราวนิช 	โรงงานยาสูบ	['พัฒนาการ', 'ตลาด', 'บุหรี่', 'ตรา', 'ใหม่', ':', ' ', 'การ', 'วาง', 'จำหน่าย', 'บุหรี่', 'ตรา', 'CONNEX', '\xa0']
1501	1501	1524	ศึกษาเพื่อยกร่างกฎหมายลำดับรองและการจัดทำข้อตกลงสรรหาโรงพยาบาลเอกชนหรือโรงพยาบาลรัฐในการดำเนินการโรงพยาบาลโรงงานยาสูบ 	2556	25/12/2012	22/06/2013	ปิดโครงการ	รองศาสตราจารย์ นายแพทย์ 	กัมมาล 	 กุมาร ปาวา 	โรงงานยาสูบ	['ศึกษา', 'เพื่อ', 'ยก', 'ร่าง', 'กฎหมาย', 'ลำดับ', 'รอง', 'และ', 'การ', 'จัดทำ', 'ข้อ', 'ตกลง', 'สรรหา', 'โรง', 'พยาบาล', 'เอกชน', 'หรือ', 'โรง', 'พยาบาลรัฐ', 'ใน', 'การ', 'ดำเนิน', 'การ', 'โรงพยาบาล', 'โรง', 'งานยาสูบ', '\xa0']
1502	1502	1525	ศึกษาการบริหารจัดการแรงดันน้ำในระบบเส้นท่อประธานของ การประปานครหลวง  	2556	28/12/2012	23/10/2013	ปิดโครงการ	ผู้ช่วยศาสตราจารย์ ดร.	 ธีระ 	 เจียศิริพงษ์กุล 	การประปานครหลวง	['ศึกษา', 'การ', 'บริหารจัดการ', 'แรง', 'ดัน', 'น้ำ', 'ใน', 'ระบบ', 'เส้น', 'ท่อ', 'ประธาน', 'ของ', ' ', 'การ', 'ประปานครหลวง', ' ', '\xa0']
1503	1503	1526	อบรมหลักสูตร การตรวจสอบที่ตั้งและเอกสารสิทธิ์ 	2556	15/12/2012	16/12/2012	ปิดโครงการ	รองศาสตราจารย์ 	พัชรา	 พัชราวนิช 	ธนาคารกรุงศรีอยุธยา จำกัด (มหาชน)	['อบรม', 'หลักสูตร', ' ', 'การ', 'ตรวจสอบ', 'ที่', 'ตั้ง', 'และ', 'เอกสารสิทธิ์', '\xa0']
1504	1504	1527	ให้คำปรึกษาและการพัฒนาแผนธุรกิจ  	2556	13/11/2012	28/02/2013	ปิดโครงการ	อาจารย์ 	ปิติพีร์	 รวมเมฆ 	บริษัท ทัช คอมเมอร์เชียล โฮลดิ้ง จำกัด	['ให้', 'คำ', 'ปรึกษา', 'และ', 'การ', 'พัฒนา', 'แผน', 'ธุรกิจ', ' ', '\xa0']
1505	1505	1528	อบรมในการพัฒนาแผนกลยุทธ์ธุรกิจ  	2556	10/11/2012	28/02/2013	ปิดโครงการ	อาจารย์	 ปิติพีร์	รวมเมฆ 	บริษัท เอเซี่ยนฟู้ด กรุ๊ป (ไทยแลนด์) จำกัด	['อบรม', 'ใน', 'การ', 'พัฒนา', 'แผน', 'กลยุทธ์', 'ธุรกิจ', ' ', '\xa0']
1506	1506	1529	Training Program Design & Delivery for OCSC on ASEAN Community Training Program 2013 for Government Officers 	2556	21/03/2013	30/03/2013	ปิดโครงการ	ศาสตราจารย์ ดร. 	สมคิด 	 เลิศไพฑูรย์ 	สำนักงานคณะกรรมการข้าราชการพลเรือน	['Training', ' ', 'Program', ' ', 'Design', ' ', '&', ' ', 'Delivery', ' ', 'for', ' ', 'OCSC on ASEAN', ' ', 'Community', ' ', 'Training', ' ', 'Program', ' ', '2013', ' ', 'for', ' ', 'Government', ' ', 'Officers', '\xa0']
1507	1507	1530	อบรมหลักสูตร Communication by Great Leader 2 	2556	10/9/2012	30/12/2012	ปิดโครงการ	อาจารย์ ดร.	 นพพร	 เรืองวานิช 	บริษัท บีดีเอ็มเอส เทรนนิ่งจำกัด	['อบรม', 'หลักสูตร', ' ', 'Communication', ' ', 'by', ' ', 'Great', ' ', 'Leader', ' ', '2', '\xa0']
1508	1508	1531	จัดจ้างที่ปรึกษาเพื่อพัฒนาระบบงานเทคโนโลยีสารสนเทศสำนักพัฒนาสังคม 	2556	2/5/2013	28/10/2013	ปิดโครงการ	รองศาสตราจารย์ ดร. 	 จิรศิริพงศ์ 	เจริญภัณฑารักษ์ 	สำนักพัฒนาสังคม กรุงเทพมหานคร	['จัด', 'จ้าง', 'ที่ปรึกษา', 'เพื่อ', 'พัฒนา', 'ระบบ', 'งาน', 'เทคโนโลยีสารสนเทศสำนักพัฒนาสังคม', '\xa0']
1509	1509	1532	RMIT Study Trip 2013 	2556	20/01/2013	1/2/2013	ปิดโครงการ	ผู้ช่วยศาสตราจารย์ ดร. 	 สมบูรณ์ 	 กุลวิเศษชนะ 	Royal Melbourne Institute of Technology (RMIT),Australia	['RMIT', ' ', 'Study', ' ', 'Trip', ' ', '2013', '\xa0']
1510	1510	1533	การประเมินผลโครงการเครือข่ายเยาวชนด้านสิ่งแวดล้อม ระดับประเทศ 	2556	18/02/2013	18/02/2014	ปิดโครงการ	รองศาสตราจารย์ ดร.	อรศรี 	งามวิทยาพงศ์ 	กรมส่งเสริมคุณภาพสิ่งแวดล้อม	['การ', 'ประเมิน', 'ผล', 'โครงการ', 'เครือข่ายเยาวชน', 'ด้าน', 'สิ่ง', 'แวดล้อม', ' ', 'ระดับ', 'ประเทศ', '\xa0']
1511	1511	1534	ศึกษาวิจัยแนวทางการให้ความช่วยเหลือเรื่องที่อยู่อาศัย สำหรับผู้สูงอายุผู้มีรายได้น้อย 	2556	21/02/2013	20/02/2014	ปิดโครงการ	ผู้ช่วยศาสตราจารย์ ดร. 	 พรพรรณ 	 วีระปรียากูร 	การเคหะแห่งชาติ	['ศึกษา', 'วิจัย', 'แนวทาง', 'การ', 'ให้', 'ความ', 'ช่วยเหลือ', 'เรื่อง', 'ที่อยู่อาศัย', ' ', 'สำหรับ', 'ผู้', 'สูงอายุ', 'ผู้', 'มี', 'ราย', 'ได้', 'น้อย', '\xa0']
1512	1512	1535	ศึกษาจัดทำระบบข้อมูลและตัวชี้วัดประสิทธิภาพโลจิสติกส์ภาคเกษตรกรรมและพัฒนาระบบการจัดการเครือข่ายโซ่อุปทานและโลจิสติกส์สินค้าเกษตรกรรม 	2556	9/3/2013	3/11/2013	ปิดโครงการ	รองศาสตราจารย์ ดร. 	 รุธิร์ 	พนมยงค์ 	สำนักงานเศรษฐกิจการเกษตร	['ศึกษา', 'จัดทำ', 'ระบบ', 'ข้อมูล', 'และ', 'ตัว', 'ชี้', 'วัด', 'ประสิทธิภาพ', 'โลจิสติกส์', 'ภาค', 'เกษตรกรรม', 'และ', 'พัฒนา', 'ระบบ', 'การ', 'จัดการ', 'เครือข่าย', 'โซ่อุปทาน', 'และ', 'โลจิสติกส์', 'สินค้า', 'เกษตรกรรม', '\xa0']
1513	1513	1536	กิจกรรมฝึกอบรมบ่มเพาะ โครงการ เสริมสร้างผู้ประกอบการใหม่ (New Entrepreneurs Creation : NEC) ประจำปีงบประมาณ 2556 	2556	5/1/2013	31/07/2013	ปิดโครงการ	ผู้ช่วยศาสตราจารย์ 	ปาริชาต 	ชื่นวัฒนกุล 	สำนักพัฒนาผู้ประกอบการ กรมส่งเสริมอุตสาหกรรม	['กิจกรรม', 'ฝึกอบรม', 'บ่ม', 'เพาะ', ' ', 'โครงการ', ' ', 'เสริมสร้าง', 'ผู้', 'ประกอบ', 'การ', 'ใหม่', ' ', '(', 'New', ' ', 'Entrepreneurs', ' ', 'Creation', ' ', ':', ' ', 'NEC', ')', ' ', 'ประจำ', 'ปี', 'งบ', 'ประมาณ', ' ', '2556', '\xa0']
1514	1514	1538	WIND LOAD STUDY FOR LANGSUAN BLOCK 3 PROJECT BY WIND TUNNEL TEST – ADDITIONAL TEST (การศึกษาแรงลมของโครงการหลังสวน Block 3 โดยการทดสอบในอุโมงค์ลม – การทดสอบเพิ่มเติม)  	2556	7/1/2013	20/02/2013	ปิดโครงการ	รองศาสตราจารย์ ดร.	วิโรจน์ 	 บุญญภิญโญ 	บริษัท สยามสินธร จำกัด (สำนักงานใหญ่)	['WIND', ' ', 'LOAD', ' ', 'STUDY FOR LANGSUAN BLOCK ', '3', ' ', 'PROJECT', ' ', 'BY', ' ', 'WIND', ' ', 'TUNNEL', ' ', 'TEST', ' ', '–', ' ', 'ADDITIONAL TEST', ' ', '(', 'การ', 'ศึกษา', 'แรง', 'ลม', 'ของ', 'โครงการ', 'หลัง', 'สวน', ' ', 'Block', ' ', '3', ' ', 'โดย', 'การ', 'ทดสอบ', 'ใน', 'อุโมงค์', 'ลม', ' ', '–', ' ', 'การ', 'ทดสอบ', 'เพิ่มเติม', ')', ' ', '\xa0']
1515	1515	1539	การบริหารจัดการการเลือกตั้งสมาชิกสภาท้องถิ่นและผู้บริหารท้องถิ่น รุ่นที่ 22 	2556	18/01/2013	19/01/2013	ปิดโครงการ	รองศาสตราจารย์ ดร.	 อุรุยา	 วีสกุล 	กรมส่งเสริมการปกครองท้องถิ่น	['การ', 'บริหารจัดการ', 'การ', 'เลือกตั้ง', 'สมาชิก', 'สภา', 'ท้องถิ่น', 'และ', 'ผู้', 'บริหาร', 'ท้องถิ่น', ' ', 'รุ่น', 'ที่', ' ', '22', '\xa0']
1516	1516	1540	ติดตาม ศึกษาและวิเคราะห์ผลการใช้มาตรการด้านกฎหมายและมาตรการส่งเสริมสนับสนุนทางการเงินในการอนุรักษ์พลังงานและการใช้พลังงานทดแทนของพพ. 	2556	30/01/2013	29/01/2014	ปิดโครงการ	ผู้ช่วยศาสตราจารย์ ดร.	นพพร	 ลีปรีชานนท์ 	กรมพัฒนาพลังงานทดแทนและอนุรักษ์พลังงาน	['ติดตาม', ' ', 'ศึกษา', 'และ', 'วิเคราะห์', 'ผล', 'การ', 'ใช้', 'มาตรการ', 'ด้าน', 'กฎหมาย', 'และ', 'มาตรการ', 'ส่งเสริม', 'สนับสนุน', 'ทาง', 'การ', 'เงิน', 'ใน', 'การ', 'อนุรักษ์', 'พลังงาน', 'และ', 'การ', 'ใช้', 'พลังงาน', 'ทดแทน', 'ของ', 'พพ.', '\xa0']
